depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay,avgIntegerVtx
0,1,0,301,323,301,323,301,323,0.00958,0.140405,0,301,245,223,223,0
1,2,0,357.5,384.5,305,305,410,441,0.0151557,0.171209,117,212,310,283,173,0
2,4,0,332.5,358,243,243,413,447,0.0148621,0.218586,148,155,288,263,122,0
3,8,0,345.25,370.625,246,246,457,470,0.0445666,0.614154,98,212,300,274,171,0
4,16,0,309.688,333.625,112,112,478,502,0.067866,0.904673,119,160,267,243,124,0
5,32,0,260.594,283.438,15,15,427,460,0.102557,1.38352,110,123,224,201,93,0
6,64,2,235.968,258.065,18,18,434,472,0.202053,2.72753,87,126,201,179,94,0
7,124,7,217.239,237.521,13,13,446,451,0.324004,4.73447,78,117,183,163,87,0
8,234,9,189.147,207.929,11,11,456,474,0.535861,8.04234,67,104,158,140,76,0
9,450,37,170.128,187.981,3,3,534,534,0.865039,13.0027,59,94,141,123,67,0
10,826,96,157.232,174.379,5,5,540,540,1.40562,21.9793,54,88,130,113,62,0
11,1460,189,144.454,160.767,3,3,581,581,2.30231,37.2315,48,83,119,102,58,0
12,2540,413,136.274,151.977,3,3,557,557,3.60344,59.244,45,78,111,96,54,0
13,4226,690,127.98,143.177,3,3,617,617,5.67193,92.9803,41,75,104,89,51,0
14,7018,1209,119.759,134.401,3,3,607,607,8.86786,146.379,37,72,97,82,48,0
15,11508,2150,113.036,127.18,3,3,607,607,13.8029,229.875,34,69,90,76,46,0
16,18216,3583,108.145,121.902,3,3,609,609,25.7619,356.568,32,67,86,72,45,0
17,26772,5188,105.969,119.638,3,3,640,640,44.8669,535.206,30,67,84,70,44,0
18,37176,7030,105.735,119.411,3,3,641,641,67.0467,727.617,30,68,84,70,45,0
19,51272,9751,104.583,118.201,3,3,666,666,99.6152,1000.75,29,68,83,69,45,0
20,11886,1072,133.206,149.997,3,3,695,695,34.8089,336.946,39,85,108,91,58,0
