depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay,avgIntegerVtx
0,1,0,133,159,133,159,133,159,0.00450211,0.0814198,0,133,106,80,80,0
1,2,0,127,145.5,67,67,187,211,0.0058134,0.0622916,43,59,101,82,41,0
2,4,0,137.25,154.5,82,82,240,269,0.0129894,0.14287,31,82,111,93,57,0
3,8,0,116.125,131.375,24,24,218,233,0.0133623,0.185709,29,71,92,77,47,0
4,16,2,111.643,126.643,21,21,311,311,0.0208323,0.303033,28,67,88,73,44,0
5,28,2,100.077,113.962,12,12,333,333,0.0344575,0.500759,27,61,78,64,39,0
6,52,4,93.5417,106.521,7,7,349,349,0.0651036,0.941132,21,63,72,59,40,0
7,96,10,86.1163,98.1628,5,5,292,292,0.109511,1.55235,21,57,65,53,35,0
8,172,23,79.0872,90.0671,3,3,301,301,0.174602,2.55749,16,56,59,48,34,0
9,298,39,75.6178,86.7992,3,3,306,306,0.293308,4.258,15,54,56,45,33,0
10,518,85,72.0439,82.7113,3,3,316,316,0.468832,6.67867,15,51,53,42,31,0
11,866,128,67.7927,78.4268,3,3,319,319,0.750863,10.84,13,49,49,39,29,0
12,1476,228,63.6442,73.7131,3,3,322,322,1.22287,17.6289,12,47,46,36,27,0
13,2496,477,61.6919,71.6553,3,3,291,291,1.91753,28.5092,11,45,44,34,26,0
14,4038,767,59.6484,69.3956,3,3,312,312,2.95483,46.5777,11,44,42,33,25,0
15,6532,1289,57.8709,67.3212,3,3,347,347,4.59637,73.2809,10,43,41,31,24,0
16,9952,1911,58.0215,67.4999,3,3,302,302,6.98657,112.944,10,44,41,31,24,0
17,14734,2614,57.6083,67.1173,3,3,297,297,10.2694,169.172,10,43,41,31,24,0
18,16884,2350,62.9911,73.1537,3,3,319,319,13.467,225.828,11,47,45,35,27,0
19,23066,3014,63.1245,73.3351,3,3,333,333,18.7682,316.326,11,47,45,35,27,0
20,30440,3951,63.2167,73.458,3,3,370,370,30.998,432.207,12,47,45,35,27,0
21,40882,5211,62.7422,72.9748,3,3,364,364,46.1837,586.91,11,47,45,34,27,0
22,49698,6173,63.5869,73.8969,3,3,320,320,59.6399,726.399,12,48,45,35,27,0
23,51203,5149,66.7537,77.5484,3,3,338,338,70.2011,820.197,12,50,48,37,29,0
