depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay
0,1,0,74,96,74,96,74,96,0.0013267,0.0224342,0,74,54
1,2,0,55.5,142,52,52,59,75,0.0017815,0.0303162,0,55,38
2,4,0,49.5,256,42,42,60,61,0.0027493,0.0526394,0,49,33
3,8,0,38.75,410,26,26,49,51,0.0041099,0.0830333,0,38,25
4,16,0,32.8125,708,21,21,41,45,0.0057546,0.12763,0,32,20
5,32,0,28.0312,1234,20,20,42,42,0.0090624,0.210516,0,28,16
6,64,0,23.3281,2086,15,15,42,42,0.0146222,0.342962,0,23,12
7,128,0,20.9609,3782,9,12,35,35,0.0270048,0.623871,0,20,10
8,256,0,19.5859,7051,7,7,35,35,0.0486469,1.16773,0,19,10
9,512,0,18.1914,13052,3,3,35,35,0.0862006,2.12635,0,18,9
10,590,0,16.0831,13146,3,3,34,34,0.085726,2.43947,0,16,8
11,668,0,15.0299,13787,3,3,33,33,0.0915435,2.6407,0,15,8
12,654,0,14.0321,12578,3,3,32,32,0.0786812,2.14196,0,14,7
13,494,0,12.4595,8426,3,3,30,30,0.0519935,1.42568,0,12,6
14,576,0,11.842,9335,3,3,31,31,0.0545278,1.55248,0,11,6
15,462,0,11.2186,7085,3,3,31,31,0.0388923,1.1708,0,11,5
16,350,0,10.4571,5024,3,3,27,27,0.0266949,0.840663,0,10,5
17,262,0,9.44275,3390,3,3,25,25,0.0170984,0.561768,0,9,4
18,210,0,9.02857,2591,3,3,23,23,0.0124332,0.424195,0,9,4
19,146,3,8.29452,1678,3,3,22,22,0.0073425,0.269516,0,8,4
20,80,0,6.0125,669,3,3,21,21,0.0021452,0.100608,0,6,2
21,66,0,5.89394,528,3,3,18,18,0.0016548,0.0800914,0,5,2
22,60,0,5.03333,421,3,3,9,9,0.0010101,0.0616869,0,5,2
23,54,4,4.37037,326,3,3,10,10,0.0007733,0.0520088,0,4,1
24,42,7,3.30952,191,3,3,7,7,0.0002956,0.0296428,0,3,1
25,40,9,2.925,160,3,3,5,5,0.0001988,0.0254905,0,3,1
26,14,5,2.07143,39,3,3,5,5,1.76e-05,0.0066571,0,3,1
27,6,2,2,16,3,3,3,4,0,0.002807,0,3,1
28,2,1,1.5,4,3,4,3,4,0,0.0007972,0,3,1
