depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay
0,1,0,82,98,82,98,82,98,0.0069218,0.0246631,0,82,21,0,0
1,2,0,74.5,92,69,78,80,80,0.0130312,0.0426544,0,74,19,0,0
2,4,0,57.25,70.5,42,48,85,85,0.0182564,0.0661932,0,57,14,0,0
3,8,0,35.625,41.875,5,6,54,54,0.0149896,0.0709187,0,35,8,0,0
4,12,0,22.4167,25.75,5,5,36,36,0.0095671,0.0618556,0,22,4,0,0
5,10,3,16.7143,18.8571,5,5,27,27,0.0028703,0.0235705,0,16,3,0,0
6,10,0,8.6,9.6,5,5,11,12,0.0005953,0.0134382,0,8,1,0,0
7,10,1,5.88889,7.11111,5,5,9,9,0.0001232,0.0086607,0,5,1,0,0
8,4,0,7,8.5,5,5,9,9,0.0001089,0.0043248,0,7,1,0,0
9,2,1,5,6,5,6,5,6,0,0.000846,0,5,1,0,0
