depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay
0,1,0,68,87,68,87,68,87,0.002667,0.0203964,0,68,29,9,9
1,2,0,79,100.5,64,64,94,119,0.0058166,0.0285624,10,42,34,11,6
2,4,1,81.6667,103.667,58,58,124,155,0.0065539,0.031503,16,34,36,12,4
3,6,0,74.3333,90.5,39,39,130,160,0.0154616,0.0707121,11,38,31,12,5
4,12,1,57.9091,72.2727,18,18,123,125,0.0237571,0.10814,8,35,24,7,3
5,22,7,49.2667,62.2,15,15,102,148,0.0263869,0.121568,8,33,19,5,3
6,30,11,45.1579,55.4737,14,14,83,86,0.0270568,0.132219,6,30,17,4,2
7,38,14,35.5,44.7083,7,7,86,86,0.0274217,0.130284,6,24,13,3,2
8,44,16,34.4643,43.5714,4,4,105,105,0.0243974,0.127784,6,19,13,2,1
9,48,17,33.871,42.2581,7,7,91,91,0.0331309,0.15871,5,22,12,2,1
10,54,21,25.4848,32.0909,7,7,59,59,0.0220464,0.113936,4,16,8,1,0
11,54,20,19.8824,25.5588,4,4,61,61,0.0142993,0.084193,4,12,6,0,0
12,60,21,12.6667,15.9231,4,4,38,38,0.0089236,0.0588868,2,7,3,0,0
13,48,20,8.64286,11.0714,4,4,20,20,0.0024885,0.027945,1,5,2,0,0
14,32,12,6.8,8.6,4,4,14,18,0.0012832,0.015503,1,4,1,0,0
15,16,6,4.3,5.4,4,4,7,7,0.0002146,0.0044188,1,2,1,0,0
16,2,1,7,9,7,9,7,9,0,0.0002306,2,0,2,0,0
17,2,0,4,5,4,4,4,5,3.95e-05,0.0006521,2,2,1,0,0
