depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay,avgIntegerVtx
0,1,0,3573,1130,3573,1130,3573,1130,3.98234,4.92346,0,3573,499,1868,1868,235
1,2,0,1923.5,685.5,1908,622,1939,1939,9.44667,10.2911,125,1584,254,850,778,196
2,4,0,1329.25,531.25,948,505,1495,1495,7.61669,8.65859,101,1007,189,530,456,165
3,8,0,777.875,405.5,341,275,1302,1302,7.44874,8.50026,83,520,134,241,186,130
4,16,0,489.562,329.938,137,137,983,983,6.58308,7.78508,65,309,102,104,71,102
5,32,0,337.594,248.375,61,61,974,974,7.43996,9.09613,51,217,76,68,51,76
6,64,0,227.828,184.094,21,21,914,914,7.88787,9.99288,38,143,54,40,29,54
7,128,0,148.961,124.695,11,11,827,827,6.35574,8.71586,27,82,34,20,13,34
8,256,0,95.168,84.1406,5,5,858,858,7.23762,10.2805,17,54,21,10,7,21
9,494,0,62.247,55.8846,5,5,697,697,6.67784,10.4227,11,35,13,5,3,13
10,874,0,42.3032,38.6545,5,5,589,589,6.31473,10.6509,8,23,8,2,1,8
11,1314,0,31.5852,29.3881,5,5,430,430,5.8574,10.9394,6,16,6,1,0,6
12,1692,0,25.2015,23.5762,5,5,379,379,4.36827,9.81211,5,12,4,0,0,4
13,1918,0,20.9807,19.7294,5,5,376,376,3.44562,8.819,4,10,3,0,0,3
14,1872,0,18.2746,17.2869,5,5,251,251,2.28333,7.14459,4,8,3,0,0,3
15,1582,0,16.2092,15.4608,5,5,196,196,1.32015,5.18025,4,7,2,0,0,2
16,1202,0,14.5699,14.0175,5,5,166,166,0.725431,3.5316,3,6,2,0,0,2
17,824,0,13.0425,12.7342,5,5,108,108,0.343677,2.1862,3,6,2,0,0,2
18,484,0,11.907,11.7417,5,5,65,65,0.139915,1.1201,3,5,2,0,0,2
19,254,0,11.0866,11.1181,5,5,44,44,0.0514609,0.596221,3,5,1,0,0,1
20,112,0,10.0893,10.5268,5,5,25,25,0.0151061,0.238792,3,4,1,0,0,1
21,48,0,8.875,9.64583,5,5,23,23,0.0049915,0.104246,3,4,1,0,0,1
22,14,0,8.85714,9.71429,5,5,17,17,0.0011548,0.0342697,3,3,1,0,0,1
23,2,0,8,9,5,5,11,12,0.000182,0.0050174,3,4,1,0,0,1
