depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay,avgIntegerVtx
0,1,0,161,184,161,184,161,184,0.0043132,0.0595993,0,161,125,102,102,0
1,2,0,134.5,159,134,134,135,160,0.005977,0.0888873,0,134,102,78,78,0
2,4,0,110,132.75,99,99,117,137,0.0086267,0.136795,0,110,81,58,58,0
3,8,0,93.875,115.625,82,82,108,117,0.0096046,0.185823,0,93,67,45,45,0
4,16,0,87.375,109.062,71,71,105,109,0.017688,0.349024,0,87,62,40,40,0
5,32,0,79.8125,100.5,68,68,107,107,0.0328661,0.635054,0,79,55,34,34,0
6,64,0,75.2969,95.2969,57,57,110,110,0.0874424,1.25946,0,75,51,31,31,0
7,128,0,70.7578,90.2656,49,49,105,105,0.113367,2.21054,0,70,48,29,29,0
8,256,0,66.3281,84.6719,45,45,101,101,0.209465,4.10411,0,66,45,26,26,0
9,512,0,62.2051,79.502,38,38,107,107,0.380989,7.60489,0,62,42,24,24,0
10,1014,0,57.7327,74.1144,29,29,100,100,0.699333,15.7481,0,57,39,22,22,0
11,1914,0,54.3819,69.9279,11,15,97,97,1.24453,28.2175,0,54,36,21,21,0
12,3240,0,50.8102,65.5071,3,4,96,96,1.95016,39.2287,0,50,34,19,19,0
13,4460,0,47.374,61.2354,3,3,92,92,2.4689,49.8256,0,47,31,17,17,0
14,4286,0,43.0341,55.8364,3,3,89,89,2.10073,43.5374,0,43,28,15,15,0
15,4148,0,39.8515,51.6854,3,3,88,88,1.85544,38.9708,0,39,26,14,14,0
16,3740,0,36.689,47.5789,3,3,90,90,1.53129,32.2906,0,36,23,12,12,0
17,3088,0,33.1282,43.0897,3,3,83,83,1.12253,23.9355,0,33,21,11,11,0
18,2824,0,30.6654,39.9756,3,3,80,80,0.92768,20.3255,0,30,19,10,10,0
19,2794,0,29.1195,38.0104,3,3,80,80,0.866024,18.1018,0,29,18,9,9,0
20,2354,0,27.1359,35.4494,3,3,80,80,0.64087,14.0894,0,27,16,8,8,0
21,1160,0,24.3483,31.7267,3,3,75,75,0.271374,6.20331,0,24,14,7,7,0
22,934,0,20.3287,26.833,3,3,78,78,0.171459,4.14621,0,20,11,5,5,0
23,806,0,18.8251,24.8598,3,3,75,75,0.132857,3.28285,0,18,10,4,4,0
24,736,0,15.8193,21.0489,3,3,70,70,0.0963248,2.50971,0,15,8,3,3,0
25,600,0,13.285,17.8333,3,3,67,67,0.0617646,1.70865,0,13,7,2,2,0
26,552,0,12.2772,16.4583,3,3,52,52,0.0512301,1.4393,0,12,6,2,2,0
27,522,0,11.7931,15.8065,3,3,52,52,0.0450938,1.31086,0,11,6,2,2,0
28,484,0,10.9917,14.8017,3,3,44,44,0.0380062,1.15346,0,10,5,1,1,0
29,434,0,10.0991,13.6544,3,3,38,38,0.0303218,0.963295,0,10,4,1,1,0
30,388,0,9.47423,12.8918,3,3,41,41,0.0242948,0.891747,0,9,4,1,1,0
31,356,0,9.61236,13.0478,3,3,44,44,0.0225275,0.815872,0,9,4,1,1,0
32,296,0,9.24324,12.5676,3,3,41,41,0.0183043,0.582019,0,9,4,1,1,0
33,266,1,8.53208,11.6075,3,3,32,32,0.0140632,0.483932,0,8,4,0,0,0
34,246,1,7.56327,10.4612,3,3,31,31,0.0104185,0.395029,0,7,3,0,0,0
35,234,2,6.91379,9.53017,3,3,35,35,0.0086902,0.34852,0,6,3,0,0,0
36,212,2,7.37619,9.65714,3,3,35,35,0.0091242,0.354838,0,7,3,1,1,0
37,160,2,6.44937,8.53165,3,3,33,33,0.0053802,0.227129,0,6,2,0,0,0
38,140,2,6.13043,7.96377,3,3,31,31,0.0043026,0.194776,0,6,2,1,1,0
39,124,6,6.21186,8.11864,3,3,18,18,0.0033187,0.161811,0,6,2,0,0,0
40,94,1,5.66667,7.66667,3,3,18,18,0.0021982,0.113825,0,5,2,0,0,0
41,90,1,6.48315,8.58427,3,3,15,15,0.0027288,0.133358,0,6,3,0,0,0
42,78,2,5.59211,7.47368,3,3,12,12,0.0016604,0.0927104,0,5,2,0,0,0
43,70,0,4.77143,6.48571,3,3,11,11,0.0010126,0.0705583,0,4,1,0,0,0
44,60,0,5,6.63333,3,3,7,7,0.0009515,0.0620503,0,5,2,0,0,0
45,30,0,4,5.5,3,3,5,5,0.0002423,0.0255218,0,4,1,0,0,0
46,24,0,3.16667,4.25,3,3,5,5,3.36e-05,0.0157708,0,3,1,0,0,0
47,22,0,4,5.5,3,3,5,5,0.0001895,0.0210204,0,4,1,0,0,0
48,6,0,3,4,3,3,3,4,0,0.0038139,0,3,1,0,0,0
49,6,0,3,4,3,3,3,4,0,0.0037703,0,3,1,0,0,0
50,2,1,3,4,3,4,3,4,0,0.0008307,0,3,1,0,0,1
