depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay
0,1,0,131,77,131,77,131,77,0.0280294,0.0740297,0,131,18,14,14
1,2,0,67.5,49,55,55,80,58,0.0138326,0.0504884,0,67,10,1,1
2,4,1,48.6667,38,39,39,55,55,0.0108096,0.0459899,0,48,7,0,0
3,6,1,34.6,30,19,19,52,50,0.0128426,0.0572736,0,34,5,0,0
4,10,2,21.5,20.625,5,5,50,50,0.0091765,0.0501441,0,21,3,0,0
5,12,2,18.2,18.2,11,11,31,31,0.0051485,0.0390665,0,18,3,0,0
6,20,7,15.9231,16.0769,5,5,25,25,0.0049328,0.0434952,0,15,2,0,0
7,24,8,13.375,14.125,5,5,25,25,0.0040777,0.0396435,0,13,2,0,0
8,26,10,12.125,13.3125,9,9,21,21,0.0029847,0.0380223,0,12,2,0,0
9,32,14,10.8889,11.9444,9,9,11,12,0.0017648,0.0340832,0,10,2,0,0
10,36,13,8.3913,9.3913,5,5,11,11,0.0013786,0.0327137,0,8,1,0,0
11,26,0,5,6,5,5,5,6,0,0.0194563,0,5,1,0,0
