depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay
0,1,0,36,41,36,41,36,41,0.0019473,0.0146781,0,36,8
1,2,1,18,41,36,41,36,41,0.0022532,0.0129187,0,36,8
2,2,0,36,82,36,36,36,41,0.0034736,0.0221487,0,36,8
3,4,0,32.25,147,24,27,37,37,0.0071039,0.0469583,0,32,7
4,8,0,34,308,24,27,44,44,0.0142294,0.0844959,0,34,7
5,16,0,28.75,523,17,18,42,42,0.0190458,0.132976,0,28,6
6,32,0,23.5625,851,9,9,42,42,0.0222273,0.182153,0,23,4
7,58,0,20.0172,1325,9,9,39,39,0.031668,0.297468,0,20,4
8,102,0,16.2647,1942,5,5,42,42,0.0341319,0.394702,0,16,3
9,118,0,13.2373,1871,5,5,32,32,0.0212262,0.365968,0,13,2
10,162,37,9.98148,1938,5,5,32,32,0.0215751,0.380549,0,12,2
11,192,32,10.3125,2383,5,5,32,32,0.0243049,0.470859,0,12,2
12,240,46,9.575,2779,5,5,30,30,0.0255615,0.547703,0,11,2
13,302,58,9.43046,3457,5,5,30,30,0.0312039,0.681835,0,11,2
14,374,83,9.06684,4124,5,5,30,30,0.0357511,0.805931,0,11,2
15,442,104,8.8009,4736,5,5,30,30,0.0396071,0.928142,0,11,2
16,492,124,8.2561,4945,5,5,30,30,0.0397727,0.96241,0,11,2
17,538,126,8.0855,5294,5,5,30,30,0.0418216,1.03312,0,10,2
18,620,108,8.17742,6169,5,5,30,30,0.0460775,1.19617,0,9,2
19,738,84,8.1897,7351,5,5,30,30,0.0514688,1.42788,0,9,2
20,872,68,8.06193,8546,5,5,30,30,0.0540407,1.64195,0,8,1
21,1008,56,7.9623,9754,5,5,30,30,0.0593981,1.8828,0,8,1
22,1136,47,7.90053,10906,5,5,30,30,0.0644109,2.11585,0,8,1
23,1272,45,7.78381,12029,5,5,30,30,0.0692657,2.35064,0,8,1
24,1404,42,7.69587,13128,5,5,26,26,0.073202,2.62295,0,7,1
25,1542,43,7.64591,14325,5,5,26,26,0.0769677,3.06186,0,7,1
26,1664,44,7.60036,15366,5,5,26,26,0.0815625,3.36112,0,7,1
27,1768,45,7.53959,16194,5,5,26,26,0.0869004,3.58837,0,7,1
28,1854,45,7.50971,16915,5,5,26,26,0.0882174,3.81576,0,7,1
29,1930,46,7.46528,17504,5,5,26,26,0.0929548,3.91018,0,7,1
30,1986,46,7.39778,17845,5,5,26,26,0.0903505,4.04856,0,7,1
31,2034,46,7.38151,18237,5,5,26,26,0.091734,4.23898,0,7,1
32,2102,49,7.36632,18811,5,5,26,26,0.0958845,4.45659,0,7,1
33,2138,53,7.32881,19044,5,5,26,26,0.0944997,4.59842,0,7,1
34,2204,63,7.30172,19560,5,5,26,26,0.101341,4.95441,0,7,1
35,2270,66,7.28987,20113,5,5,26,26,0.100195,5.01718,0,7,1
36,2368,72,7.25845,20890,5,5,26,26,0.102614,5.27753,0,7,1
37,2470,74,7.24696,21755,5,5,26,26,0.115815,6.14263,0,7,1
38,2574,81,7.21562,22572,5,5,26,26,0.11128,6.12143,0,7,1
39,2638,82,7.17968,23015,5,5,26,26,0.111076,6.34082,0,7,1
40,2694,81,7.15999,23437,5,5,26,26,0.113547,6.38864,0,7,1
41,2736,74,7.15278,23776,5,5,26,26,0.110495,6.62779,0,7,1
42,2762,60,7.14808,23985,5,5,26,26,0.1113,6.95282,0,7,1
43,2792,50,7.13324,24197,5,5,26,26,0.112882,6.81052,0,7,1
44,2834,47,7.11397,24499,5,5,22,22,0.114899,6.95504,0,7,1
45,2880,44,7.10069,24848,5,5,22,22,0.116248,7.06525,0,7,1
46,2912,37,7.09409,25101,5,5,18,18,0.114644,7.25081,0,7,1
47,2956,36,7.07172,25400,5,5,17,17,0.113505,7.40105,0,7,1
48,2992,32,7.06818,25695,5,5,17,17,0.114742,7.59991,0,7,1
49,3046,28,7.06041,26128,5,5,17,17,0.115751,7.79625,0,7,1
50,3090,20,7.05955,26500,5,5,17,17,0.12009,7.96787,0,7,1
