depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay
0,1,0,1066,1155,1066,1155,1066,1155,1.16683,1.56205,0,1066,352
1,2,0,1045,2320,706,706,1384,1587,2.32499,3.04084,0,1045,365
2,4,0,892,3990,205,205,1403,1719,4.66385,6.21254,0,892,320
3,8,0,875.875,7778,231,231,1684,2048,14.3638,18.6897,0,875,312
4,16,0,775.375,13770,53,53,1786,2014,24.8048,32.566,0,775,273
5,32,2,561.938,20188,16,16,1818,1818,32.7894,44.1617,0,599,207
6,60,5,497.783,33501,15,15,1986,1986,54.9574,73.1637,0,543,186
7,110,22,384.791,47963,9,9,1899,1899,69.0651,95.0863,0,480,163
8,176,25,358.034,71229,9,9,1914,1914,76.8303,105.473,0,417,139
9,300,53,292.24,98743,5,5,1598,1598,46.1056,67.0803,0,354,115
10,488,112,255.018,139236,5,5,1357,1357,58.419,87.7004,0,330,105
11,742,144,229.388,190552,5,5,1706,1706,72.0178,111.498,0,284,88
12,1178,258,193.07,251978,5,5,1545,1545,86.5123,138.492,0,247,74
13,1784,396,168.988,332936,5,5,1491,1491,107.655,178.942,0,217,63
14,2620,653,148.529,427623,5,5,1277,1277,128.548,219.555,0,197,56
15,3582,895,135.081,530347,5,5,1214,1214,149.661,262.576,0,180,50
16,4664,1222,124.231,633245,5,5,1355,1355,172.185,306.592,0,168,46
17,5950,1572,115.184,745795,5,5,1447,1447,191.035,347.092,0,156,42
18,7322,2061,105.411,838160,5,5,1266,1266,205.653,379.869,0,146,39
19,8850,2589,96.4699,926622,5,5,1382,1382,217.973,412.326,0,136,36
20,10244,3102,88.0377,975628,5,5,1327,1327,218.91,423.671,0,126,33
21,6901,1971,86.8274,650804,5,5,1140,1140,139.281,275.153,0,121,31
