depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay,avgIntegerVtx
0,1,0,474,581,474,581,474,581,0.0560368,0.239641,0,474,310,196,196,0
1,2,0,449,536.5,438,460,460,525,0.0609638,0.202404,108,239,283,190,98,0
2,4,0,486.75,577,428,428,580,580,0.142758,0.474441,98,276,308,211,115,0
3,8,0,477,560.25,339,339,704,704,0.272864,0.86198,117,254,290,199,96,0
4,16,0,460.438,541.625,281,281,818,818,0.515219,1.64475,113,241,283,193,96,0
5,32,0,454.25,533.469,268,268,833,833,1.06769,3.40618,103,252,275,185,96,0
6,64,1,405.365,476.333,122,122,822,822,1.73175,5.61657,99,223,238,156,80,0
7,126,1,368.368,432.664,54,54,857,857,3.0742,10.4734,80,214,212,137,77,0
8,250,10,333.008,392.479,28,28,848,848,5.20527,18.3353,72,195,186,117,66,0
9,480,19,291.132,341.341,7,7,850,850,8.77239,31.6953,61,176,158,98,57,0
10,922,70,257.556,301.364,13,13,920,920,13.792,50.9649,52,159,135,82,49,0
11,1704,146,219.188,256.25,7,7,878,878,21.2637,80.2718,42,141,111,65,41,0
12,3114,380,189.859,221.266,4,4,926,926,30.4209,119.524,35,123,93,53,34,0
13,5452,882,165.34,191.621,4,4,876,876,43.1648,174.413,29,110,79,44,29,0
14,9072,1788,144.263,166.423,4,4,740,740,58.143,242.489,25,97,66,36,25,0
15,14160,3228,128.811,147.758,4,4,741,741,79.0639,325.004,22,87,57,30,21,0
16,20098,5102,117.658,134.147,4,4,806,806,101.458,415.399,20,80,51,27,19,0
17,25592,6847,108.945,123.372,4,4,671,671,116.361,504.796,19,73,46,24,17,0
18,29464,8307,101.792,114.571,4,4,680,680,120.946,733.41,18,67,42,22,16,0
19,14127,3554,107.377,122.224,4,4,689,689,71.5048,852.553,19,72,45,23,16,0
