depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay,avgIntegerVtx
0,1,0,41,56,41,56,41,56,0.00122,0.0138861,0,41,16,1,1,0
1,2,1,40,55,40,55,40,55,0.0021222,0.0138695,0,40,15,0,0,0
2,2,0,30,41,23,31,37,37,0.0022683,0.0213468,0,30,11,0,0,0
3,4,0,30,41,23,23,37,37,0.0043257,0.0374732,0,30,11,0,0,0
4,8,0,30,41,23,23,37,37,0.00889599,0.0721905,0,30,11,0,0,0
5,16,0,30,41,23,23,37,37,0.0185124,0.14981,0,30,11,0,0,0
6,32,0,28.75,39.25,23,23,39,39,0.0327962,0.284337,0,28,10,0,0,0
7,56,0,27.375,37.3214,23,23,39,39,0.0532632,0.485087,1,27,9,0,0,0
8,86,0,25.6395,34.9186,18,18,39,39,0.075104,0.704515,0,25,9,0,0,0
9,124,0,25.6855,35.0806,13,13,37,37,0.107369,0.960577,1,24,9,0,0,0
10,196,0,21.5714,29.2857,10,10,39,39,0.142869,1.20656,1,20,7,0,0,0
11,312,0,19.4135,26.2724,10,10,39,39,0.191386,1.89451,0,18,6,0,0,1
12,348,0,14.5747,19.4454,4,4,37,37,0.143706,1.68775,1,13,4,0,0,2
13,136,0,14.5588,19.5074,7,7,29,29,0.0439261,0.520299,1,9,4,0,0,4
14,124,0,12.4194,16.5,7,7,22,22,0.0168012,0.2893,2,5,4,0,0,4
15,136,24,12.6607,16.8393,7,7,22,22,0.0109461,0.207611,3,3,4,0,0,4
16,166,25,12.2695,16.305,4,4,22,22,0.0140496,0.257996,2,3,4,0,0,4
17,214,17,11.802,15.6802,4,4,22,22,0.0220816,0.379029,3,4,3,0,0,3
18,280,30,11.236,14.904,4,4,22,22,0.0240459,0.453369,2,4,3,0,0,3
19,360,51,10.8511,14.3851,4,4,22,22,0.0283532,0.524037,2,3,3,0,0,3
20,450,72,10.5026,13.9048,4,4,22,22,0.0305248,0.628621,2,3,3,0,0,3
21,530,116,10.1618,13.4275,4,4,22,22,0.0285717,0.628821,2,3,3,0,0,3
22,582,142,9.98864,13.1818,4,4,22,22,0.0275015,0.621205,2,2,3,0,0,3
23,654,159,9.73333,12.8263,4,4,22,22,0.0280307,0.67943,2,2,3,0,0,3
24,722,154,9.39437,12.3539,4,4,22,22,0.0312675,0.782302,2,2,2,0,0,2
25,810,152,9.03495,11.8511,4,4,22,22,0.0353119,0.910937,2,2,2,0,0,2
26,912,190,8.57618,11.2119,4,4,22,22,0.0323279,0.917134,1,2,2,0,0,2
27,1024,207,8.32313,10.858,4,4,17,17,0.0370059,1.06151,1,2,2,0,0,2
28,1138,224,8.06346,10.4978,4,4,17,17,0.0412323,1.16709,1,2,2,0,0,2
29,1238,249,7.74621,10.0566,4,4,17,17,0.0427076,1.23089,1,2,2,0,0,2
30,1322,273,7.58627,9.82936,4,4,17,17,0.0455764,1.31922,1,2,2,0,0,2
31,1416,314,7.36298,9.51633,4,4,17,17,0.0460553,1.38354,1,2,2,0,0,2
32,1504,320,7.20186,9.2897,4,4,17,17,0.0498759,1.50081,1,2,2,0,0,2
33,1588,364,7.05964,9.09069,4,4,17,17,0.0475515,1.50536,1,2,2,0,0,2
34,1630,352,6.98279,8.98357,4,4,12,12,0.0479603,1.57733,1,2,2,0,0,2
35,1666,351,6.88745,8.85171,4,4,12,12,0.0463518,1.58217,1,2,1,0,0,1
36,1682,310,6.78936,8.72012,4,4,12,12,0.0476765,1.65139,1,2,1,0,0,1
37,1692,304,6.70245,8.60375,4,4,12,12,0.0446652,1.59744,1,2,1,0,0,1
38,1692,258,6.53905,8.38563,4,4,12,12,0.0453524,1.63779,1,2,1,0,0,1
39,1594,214,6.54348,8.3913,4,4,7,7,0.0429522,1.59165,1,2,1,0,0,1
40,1546,188,6.39249,8.18999,4,4,7,9,0.0391785,1.49531,1,1,1,0,0,1
41,1424,124,6.34,8.12,4,4,7,7,0.0382885,1.46991,1,2,1,0,0,1
42,1318,105,6.23083,7.97444,4,4,7,7,0.0321832,1.28044,2,1,1,0,0,1
43,1218,51,6.18509,7.91345,4,4,7,9,0.0305606,1.26119,2,1,1,0,0,1
44,1114,26,6.0625,7.75,4,4,7,7,0.028089,1.17744,2,1,1,0,0,1
45,982,9,5.91161,7.54882,4,4,7,7,0.0249125,1.02924,2,2,1,0,0,1
46,874,7,5.59516,7.12687,4,4,7,9,0.0213827,0.84501,2,1,1,0,0,1
47,638,3,5.49764,6.99685,4,4,7,7,0.0166319,0.690387,2,2,1,0,0,1
48,456,3,5.50331,7.00442,4,4,7,7,0.0110702,0.454166,2,1,1,0,0,1
49,340,0,5.5,7,4,4,7,7,0.00824971,0.340835,2,2,1,0,0,1
50,260,0,5.16538,6.55385,4,4,7,7,0.0062098,0.226513,2,2,1,0,0,1
51,166,0,5.26506,6.68675,4,4,7,9,0.0038837,0.151385,2,2,1,0,0,1
52,100,0,4.99,6.32,4,4,7,9,0.00229311,0.0832164,2,2,1,0,0,1
53,56,0,4.80357,6.07143,4,4,7,9,0.0012493,0.0421182,2,2,1,0,0,1
54,24,0,4.875,6.16667,4,4,7,7,0.000512201,0.0187415,2,2,1,0,0,1
55,6,0,4,5,4,4,4,5,0.000117603,0.002867,2,2,1,0,0,1
