depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay
0,1,0,53,73,53,73,53,73,0.0016615,0.0150496,0,53,20,0,0
1,2,0,39.5,53,34,34,45,60,0.0018702,0.0110167,8,20,14,0,0
2,4,0,29.25,39.25,28,28,31,45,0.0031834,0.0211914,4,20,10,0,0
3,8,0,24,32.75,17,20,30,30,0.004149,0.0333151,3,17,8,0,0
4,16,0,15.6875,20.625,4,5,28,28,0.0051466,0.0354866,3,10,5,0,0
5,28,0,11.75,15.5,4,4,25,25,0.0062002,0.0487112,2,8,3,0,0
6,34,3,8.51613,11,4,4,17,17,0.0054886,0.0484899,2,5,2,0,0
7,32,6,5.92308,7.46154,4,4,10,10,0.0018325,0.0202932,1,4,1,0,0
8,28,8,4.15,5.2,4,4,7,7,0.0010253,0.0152093,1,3,1,0,0
9,14,5,4,5,4,4,4,5,0.0004607,0.0080384,0,4,1,0,0
