depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay
0,1,0,218,249,218,249,218,249,0.0066363,0.0762908,0,218,187,156,156
1,2,0,188,219,183,193,193,210,0.0112311,0.0839345,79,115,158,127,79
2,4,0,166.5,193,148,166,184,184,0.0191655,0.157315,66,101,134,107,65
3,8,0,143.25,168,121,132,162,162,0.0192714,0.202683,59,81,114,89,51
4,16,0,127.562,152,108,110,142,142,0.024112,0.288065,51,72,100,76,44
5,32,0,116.312,139.875,102,102,136,136,0.0458426,0.542965,44,67,90,66,39
6,64,0,104.766,127.094,81,82,128,128,0.0739483,0.939701,40,59,79,57,33
7,128,0,94.7969,115.852,63,65,125,125,0.131305,1.70106,34,55,71,49,29
8,256,0,86.2969,106.352,52,63,117,117,0.237661,3.10501,31,50,63,43,26
9,512,0,78.9785,97.7695,43,53,108,108,0.43829,5.74717,27,47,57,38,23
10,1010,0,72.8505,90.5881,36,45,107,107,0.783046,10.4945,25,44,52,34,21
11,1938,0,66.7141,83.3664,25,33,104,104,1.37676,18.5124,22,40,47,30,19
12,3314,0,60.882,76.4107,16,21,98,98,2.14007,29.0672,19,37,42,27,17
13,5410,0,55.7867,70.3261,3,4,99,99,3.21439,44.3805,17,35,39,24,16
14,8090,0,51.0502,64.6653,3,3,96,96,4.39751,62.5176,15,32,35,21,14
15,8808,0,46.3052,58.8264,3,3,96,96,4.36043,65.7749,13,30,31,19,13
16,7246,0,42.3906,53.92,3,3,86,86,3.29443,51.4902,11,28,28,17,12
17,6968,0,39.2793,49.9746,3,3,84,84,2.92595,46.3254,10,26,26,15,11
18,6368,0,36.3362,46.1811,3,3,82,82,2.42063,38.5576,10,24,24,14,10
19,5404,0,32.4846,41.2826,3,3,77,77,1.80531,28.4546,9,21,21,12,8
20,4596,0,29.161,37.1094,3,3,75,75,1.34698,21.4694,8,18,18,10,7
21,4052,0,26.348,33.5824,3,3,73,73,1.05687,16.9191,7,16,16,9,6
22,3628,0,23.7861,30.3975,3,3,65,65,0.83129,13.3976,7,14,14,8,5
23,2920,0,20.325,26.1322,3,3,69,69,0.551992,8.96953,6,12,12,6,4
24,2598,0,17.6039,22.7302,3,3,63,63,0.418548,6.9839,5,11,10,5,3
25,2330,0,15.0961,19.6206,3,3,62,62,0.312161,5.43867,4,9,8,4,2
26,1802,0,12.6576,16.5633,3,3,51,51,0.199869,3.65652,3,8,6,3,2
27,1490,0,10.1597,13.5087,3,3,46,46,0.12869,2.42626,2,6,5,1,1
28,1264,0,8.79668,11.659,3,3,37,37,0.0958352,1.91299,2,6,4,1,1
29,1098,0,7.49454,10.0638,3,3,29,29,0.0682642,1.42117,1,5,3,0,0
30,980,12,5.82541,7.91942,3,3,24,24,0.0446152,0.980791,1,4,2,0,0
31,770,8,5.47638,7.41732,3,3,22,22,0.0351087,0.833069,1,4,2,0,0
32,566,4,4.98221,6.77758,3,3,22,22,0.0218412,0.549016,1,4,2,0,0
33,466,15,4.68293,6.4235,3,3,20,20,0.016366,0.427777,1,3,1,0,0
34,332,5,5.12844,7.00306,3,3,20,20,0.0138527,0.352477,1,4,2,0,0
35,212,3,4.55502,6.07656,3,3,15,15,0.0075843,0.209734,0,4,1,0,0
36,144,6,4.48551,6.11594,3,3,10,10,0.0047776,0.132713,0,3,1,0,0
37,84,3,3.41975,4.62963,3,3,5,5,0.0018555,0.0549223,1,2,1,0,0
38,54,13,3,4,3,3,3,4,0.0008975,0.0303954,0,2,1,0,0
39,10,2,3,4,3,3,3,4,0.0001838,0.0061007,0,3,1,0,0
