depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay,avgIntegerVtx
0,1,0,119,147,119,147,119,147,0.0063887,0.0544018,0,119,60,27,27,0
1,2,0,133.5,169,127,127,140,186,0.0123535,0.0611605,19,80,65,24,10,0
2,4,0,143.5,181.5,112,112,204,260,0.0278255,0.113872,30,64,68,26,10,0
3,8,0,144.5,181.875,18,18,301,371,0.0477903,0.210543,23,80,68,25,13,0
4,16,1,157.667,196.267,11,11,337,419,0.109344,0.456142,25,96,74,28,15,0
5,30,2,163.536,201.5,25,25,355,392,0.22012,0.89088,25,100,75,29,17,0
6,56,1,158.109,192.782,10,10,421,470,0.452509,1.81024,21,103,73,31,19,0
7,110,13,152.928,188.454,7,7,432,432,0.832948,3.30111,20,106,71,29,20,0
8,194,22,142.826,174.977,4,4,466,466,1.289,5.21138,20,97,65,27,18,0
9,344,52,133.459,162.599,4,4,485,485,2.15559,8.60771,18,95,60,24,17,0
10,584,118,132.899,161.521,4,4,494,494,3.40021,14.2906,16,98,59,24,18,0
11,932,178,124.903,151.743,4,4,607,607,5.19879,22.267,16,92,56,23,17,0
12,1506,352,122.26,147.027,4,4,643,644,8.05467,34.6646,15,93,54,23,18,0
13,2308,558,117.063,140.119,4,4,681,681,11.3776,49.4923,15,87,52,23,17,0
14,3500,888,111.268,132.506,4,4,631,631,16.154,70.4343,14,84,49,22,17,0
15,5108,1373,107.446,127.459,4,4,544,544,21.882,96.3338,14,81,47,21,16,0
16,7030,1914,103.55,122.233,4,4,512,512,28.052,125.314,13,78,45,20,16,0
17,9096,2530,101.362,119.039,4,4,471,471,35.007,157.918,13,76,43,20,16,0
18,10570,2885,98.8341,115.573,4,4,443,443,39.4688,179.232,13,73,42,19,15,0
19,11958,3319,95.1795,110.773,4,4,596,596,43.1772,302.292,13,71,40,19,15,0
20,10714,3017,93.8369,108.418,4,4,473,473,39.3601,410.925,13,69,39,19,15,0
21,9548,2762,88.0924,101.325,4,4,429,429,31.1121,345.414,13,64,36,17,14,0
22,7828,2400,82.9681,94.9224,4,4,392,392,22.3947,234.163,13,59,34,16,13,0
23,2093,533,97.7071,100.846,4,4,19418,19418,3419.33,3664.64,35,73,36,21,17,0
