depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay,avgIntegerVtx
0,1,0,274,313,274,313,274,313,0.0077277,0.0985561,0,274,238,199,199,0
1,2,0,241,273.5,239,243,243,272,0.0101448,0.089832,107,131,201,169,93,0
2,4,0,229,263.25,223,223,235,270,0.0178709,0.173043,93,132,190,156,91,0
3,8,0,210.125,244.375,191,191,224,248,0.0244293,0.263862,86,118,172,138,78,0
4,16,0,195.062,227.438,178,178,215,239,0.0405099,0.480264,78,109,158,126,72,0
5,32,0,179.312,210.844,160,160,207,234,0.0714653,0.854653,71,101,144,112,64,0
6,64,0,163.938,194.328,139,139,198,221,0.127115,1.55573,65,91,130,100,57,0
7,128,0,150.344,179.266,120,120,195,195,0.2257,2.82705,58,85,118,89,51,0
8,256,0,138.293,165.941,109,109,182,182,0.395537,5.05115,53,78,107,79,46,0
9,512,0,127.75,154.133,97,97,168,168,0.714746,9.27931,47,73,98,71,42,0
10,1002,0,120.02,144.951,80,80,171,171,1.31562,19.3403,43,69,91,66,40,0
11,1860,0,112.149,135.935,69,69,160,160,2.25751,33.4374,40,65,84,60,36,0
12,3228,0,105.32,128.018,67,67,159,159,3.6554,49.4455,36,62,78,56,34,0
13,5414,0,99.9331,121.726,64,64,170,170,5.83622,79.5149,34,59,74,52,33,0
14,7940,0,94.9237,116.026,53,53,164,164,8.13206,111.991,31,57,70,49,31,0
15,9734,0,89.7515,109.927,32,32,164,164,9.36405,131.057,30,54,66,45,29,0
16,12812,0,84.322,103.514,14,16,161,161,11.8798,166.061,27,51,61,42,27,0
17,16790,0,78.659,96.8458,3,3,163,163,14.8841,207.45,25,48,56,38,24,0
18,19992,0,72.6969,89.7595,3,3,139,139,15.8856,246.31,23,44,51,34,22,0
19,20342,0,66.871,82.6281,3,3,141,141,15.0927,240.85,21,41,47,31,20,0
20,20114,0,61.7367,76.2918,3,3,135,135,13.2252,225.092,19,38,43,28,18,0
21,21864,0,57.6115,71.4144,3,3,134,134,13.4724,234.111,18,35,40,26,17,0
22,22504,0,53.9712,66.9922,3,3,134,134,13.1126,227.455,16,33,37,24,16,0
23,24140,0,50.4181,62.6924,3,3,130,130,12.6428,225.233,15,31,34,22,15,0
24,23292,0,46.0794,57.3795,3,3,127,127,11.1748,197.884,14,28,31,20,13,0
25,21694,0,42.6942,53.1634,3,3,124,124,9.51167,169.795,12,27,28,18,12,0
26,19084,0,40.0108,49.9218,3,3,108,108,7.83215,138.497,11,25,26,16,11,0
27,16224,0,37.1367,46.463,3,3,107,107,6.14561,109.179,10,24,24,15,10,0
28,13176,2,33.6893,42.3521,3,3,101,101,4.52583,86.2306,9,21,22,13,9,0
29,11780,8,30.5618,38.5759,3,3,93,93,3.62951,69.9119,8,20,19,11,8,0
30,9764,5,27.7545,35.1216,3,3,94,94,2.77557,57.4919,7,18,17,10,7,0
31,8332,3,25.1713,31.9455,3,3,90,90,2.12689,44.741,6,16,15,9,6,0
32,7254,14,23.2932,29.6293,3,3,88,88,1.71127,34.7905,5,16,14,8,6,0
33,5838,23,20.8408,26.6559,3,3,75,75,1.22293,25.9035,4,14,13,7,5,0
34,4690,18,18.3211,23.5203,3,3,76,76,0.862872,18.7604,3,13,11,6,4,0
35,3702,19,15.4282,19.9077,3,3,68,68,0.563759,12.9524,3,11,9,4,4,0
36,2922,13,13.1,16.9151,3,3,59,59,0.36741,8.94474,2,9,7,3,3,0
37,2422,27,11.0685,14.4021,3,3,49,49,0.242185,6.09979,2,7,6,2,2,0
38,2046,28,9.1442,11.9628,3,3,40,40,0.155903,4.2516,2,6,4,1,1,0
39,1732,39,7.45127,9.80331,3,3,29,29,0.101935,2.85461,2,4,3,1,0,0
40,1460,41,6.60042,8.69697,3,3,25,25,0.0707402,1.80733,1,4,2,0,0,0
41,1242,34,5.55795,7.4644,3,3,19,19,0.0464689,1.24492,1,3,2,0,0,0
42,1076,29,5.12703,6.86628,3,3,14,14,0.0395256,1.08839,1,3,2,0,0,0
43,916,20,4.47545,6.08929,3,3,11,11,0.0277425,0.824016,1,3,1,0,0,0
44,768,9,3.98946,5.4809,3,3,9,9,0.0218648,0.662165,1,2,1,0,0,0
45,644,13,3.56735,4.85103,3,3,7,7,0.0157531,0.521115,1,2,1,0,0,0
46,484,16,3.50855,4.76282,3,3,5,5,0.0116926,0.423783,0,3,1,0,0,0
47,230,11,3.84018,5.26027,3,3,5,5,0.0063737,0.237992,0,3,1,0,0,0
48,42,7,3,4,3,3,3,4,0.0007083,0.0263072,0,2,1,0,0,0
49,16,2,3,4,3,3,3,4,0.0002924,0.0129365,0,3,1,0,0,0
