depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay,avgIntegerVtx
0,1,0,226,173,226,173,226,173,0.0057103,0.118709,0,226,131,184,184,109
1,2,0,200.5,163,200,159,201,200,0.0095938,0.204918,0,200,122,160,160,108
2,4,0,174.25,150.5,150,129,198,198,0.0108845,0.323096,0,174,111,135,135,108
3,8,0,151.875,134,116,115,188,188,0.0191628,0.555438,0,151,98,116,116,98
4,16,0,135.938,123.25,81,81,187,187,0.0314893,0.96939,0,135,90,102,102,89
5,32,0,121.219,111.594,59,59,187,187,0.0569585,1.70655,0,121,81,90,90,80
6,64,0,104.547,98.1875,47,47,191,191,0.0974186,2.93267,0,104,70,76,76,69
7,128,0,92,87.6094,32,32,186,186,0.169071,5.13901,0,92,61,65,65,61
8,252,0,78.4444,76.4484,18,18,192,192,0.285327,8.57317,0,78,52,54,54,52
9,490,0,66.2878,66.0551,9,9,182,182,0.464536,14.0158,0,66,44,44,44,44
10,906,0,55.9724,56.9294,3,3,181,181,0.708915,21.6398,0,55,37,36,36,37
11,1598,0,47.1496,48.8886,3,3,188,188,1.02241,31.9665,0,47,31,29,29,31
12,2566,0,39.5966,41.8129,3,3,172,172,1.37626,42.8766,0,39,25,23,23,25
13,3874,0,31.7512,34.2225,3,3,167,167,1.64499,52.1296,0,31,20,17,17,20
14,5366,0,25.5893,28.1269,3,3,165,165,1.71114,57.7171,0,25,15,13,13,15
15,6824,0,20.8803,23.3879,3,3,161,161,1.72124,59.7589,0,20,12,10,10,12
16,7570,0,17.1708,19.5816,3,3,156,156,1.55357,54.591,0,17,10,7,7,10
17,7734,0,14.6452,16.95,3,3,153,153,1.2528,47.0446,0,14,8,6,6,8
18,7302,0,12.8105,15.0474,3,3,146,146,0.957908,38.9086,0,12,7,4,4,7
19,6462,0,11.4799,13.637,3,3,139,139,0.706816,30.9566,0,11,6,4,4,6
20,5342,0,10.336,12.4002,3,3,114,114,0.48729,22.7147,0,10,5,3,3,5
21,4110,0,9.54453,11.5345,3,3,108,108,0.327537,16.0521,0,9,4,2,2,4
22,2936,0,9.02452,10.9843,3,3,89,89,0.211428,10.7963,0,9,4,2,2,4
23,2042,0,8.60039,10.5127,3,3,81,81,0.133089,7.0495,0,8,4,2,2,4
24,1372,0,8.13338,10.027,3,3,77,77,0.0771552,4.4257,0,8,4,2,2,4
25,854,0,7.88173,9.72131,3,3,64,64,0.0449932,2.64563,0,7,3,2,2,3
26,500,0,7.992,9.812,3,3,60,60,0.0267791,1.55269,0,7,3,2,2,3
27,300,0,8.25,10.08,3,3,58,58,0.0166109,0.955224,0,8,4,2,2,4
28,172,0,8.29651,10.1453,3,3,52,52,0.0096145,0.543392,0,8,4,2,2,4
29,106,0,8.06604,9.83962,3,3,49,49,0.0056394,0.3205,0,8,3,2,2,3
30,70,0,7.81429,9.45714,3,3,44,44,0.0035948,0.205819,0,7,3,2,2,3
31,42,0,8.30952,9.85714,3,3,34,34,0.002247,0.126945,0,8,4,2,2,4
32,18,0,10.3889,11.9444,3,3,32,32,0.0013989,0.0681195,0,10,5,3,3,5
33,8,0,15,16.625,3,3,29,29,0.0009918,0.0402191,0,15,7,6,6,7
34,6,0,16,17.3333,13,13,25,25,0.000735,0.0327587,0,16,7,6,6,7
35,4,0,12,13.5,3,3,19,19,0.000342,0.0157181,0,12,5,4,4,5
36,2,0,15,16,15,15,15,16,0.0002087,0.0094553,0,15,7,6,6,7
