depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay
0,1,0,185,91,185,91,185,91,0.0489041,0.123824,0,185,22,31,31
1,2,0,87.5,55.5,53,53,122,70,0.051167,0.084651,10,55,12,7,5
2,4,1,55,41.3333,53,41,56,56,0.0178144,0.0367591,7,22,8,0,0
3,6,2,41,32.75,17,17,56,56,0.0035041,0.0110747,6,5,6,0,0
4,8,0,21.625,20,11,11,41,41,0.0090706,0.0278505,4,11,3,0,0
5,16,3,15.4615,15.5385,5,5,27,25,0.0064361,0.0234367,3,6,2,0,0
6,24,10,15.8571,15.7857,5,5,27,27,0.0035901,0.0127802,2,2,2,0,0
7,26,11,14.0667,14.4,5,5,27,27,0.0005655,0.0065741,2,1,2,0,0
8,28,10,10.5556,11.7778,9,9,11,12,0.001562,0.0123925,2,2,2,0,0
9,36,16,9.4,10.6,5,5,11,12,0.0001661,0.0061915,1,0,1,0,0
10,32,8,6.91667,7.95833,5,5,11,12,0.0007513,0.0106952,2,1,1,0,0
11,16,0,5,6,5,5,5,6,0.0006318,0.0071886,2,2,1,0,0
