depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay,avgIntegerVtx
0,1,0,17,23,17,23,17,23,0.0004368,0.0081757,0,17,6,0,0,0
1,2,1,17,23,17,23,17,23,0.0005411,0.0047017,0,17,6,0,0,0
2,2,0,14.5,19.5,12,16,17,17,0.000902,0.0074652,0,14,5,0,0,0
3,4,0,14,18.75,7,9,17,17,0.0016291,0.0163187,0,14,4,0,0,0
4,8,0,11.125,14.625,7,7,15,15,0.0025906,0.0269769,0,11,3,0,0,0
5,16,0,11.6875,15.375,7,7,15,15,0.0049219,0.0524047,0,11,3,0,0,0
6,32,0,10.1875,13.375,4,4,15,15,0.0101636,0.0942704,1,9,3,0,0,0
7,56,0,8.625,11.2143,4,4,15,15,0.0112127,0.111914,0,8,2,0,0,1
8,72,0,7.79167,10.0833,4,4,18,18,0.0088073,0.107285,1,6,2,0,0,2
9,38,0,8.42105,10.8947,7,7,13,13,0.0032097,0.0393418,1,4,2,0,0,2
10,60,18,8.92857,11.5714,7,7,13,13,0.0023813,0.0325358,1,2,2,0,0,2
11,78,12,9.13636,11.8485,4,4,13,13,0.0039098,0.0545799,1,3,2,0,0,2
12,104,6,8.89796,11.5306,4,4,13,13,0.0056164,0.0794299,1,3,2,0,0,2
13,124,8,8.39655,10.8621,4,4,13,13,0.0053205,0.0850811,1,2,2,0,0,2
14,154,7,8.16327,10.551,4,4,13,13,0.0068836,0.107574,1,2,2,0,0,2
15,196,8,7.8617,10.1489,4,4,13,13,0.0087119,0.138128,1,2,2,0,0,2
16,240,12,7.47368,9.63158,4,4,13,13,0.0100992,0.159629,2,2,2,0,0,2
17,264,21,7.30864,9.41152,4,4,13,13,0.0107059,0.167193,1,2,2,0,0,2
18,294,37,7.11673,9.15564,4,4,13,13,0.0102747,0.168295,1,2,2,0,0,2
19,284,47,6.91139,8.88186,4,4,10,10,0.0080781,0.143865,1,2,1,0,0,1
20,264,44,6.82273,8.76364,4,4,10,10,0.0075779,0.134202,1,2,1,0,0,1
21,248,53,6.76923,8.69231,4,4,10,10,0.0050123,0.107274,1,1,1,0,0,1
22,234,41,6.62694,8.50259,4,4,10,10,0.0052551,0.105879,1,1,1,0,0,1
23,226,28,6.54545,8.39394,4,4,10,10,0.0052569,0.109331,1,1,1,0,0,1
24,204,24,6.5,8.33333,4,4,7,9,0.004417,0.0972065,2,1,1,0,0,1
25,184,12,6.31977,8.09302,4,4,7,9,0.0042858,0.0915523,2,1,1,0,0,1
26,164,7,6.12102,7.82803,4,4,7,9,0.0038293,0.0829655,2,1,1,0,0,1
27,138,5,5.78195,7.37594,4,4,7,9,0.0031242,0.0669579,2,1,1,0,0,1
28,100,4,5.875,7.5,4,4,7,9,0.0022226,0.0532102,2,1,1,0,0,1
29,78,2,5.85526,7.47368,4,4,7,9,0.0026844,0.0623255,2,1,1,0,0,1
30,62,0,5.35484,6.80645,4,4,7,7,0.0015513,0.0357423,2,2,1,0,0,1
31,34,0,5.58824,7.11765,4,4,7,7,0.0008334,0.0202411,2,2,1,0,0,1
32,22,0,5.63636,7.18182,4,4,7,9,0.0005947,0.0147712,2,2,1,0,0,1
33,14,0,5.71429,7.28571,4,4,7,9,0.0003629,0.0096188,2,2,1,0,0,1
34,10,0,4.9,6.2,4,4,7,9,0.0002494,0.0053052,2,2,1,0,0,1
35,6,0,5.5,7,4,4,7,7,0.0001372,0.0032477,2,2,1,0,0,1
36,4,0,4,5,4,4,4,5,8.12e-05,0.0017688,2,2,1,0,0,1
