depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay
0,1,0,33,42,33,42,33,42,0.0009209,0.024043,0,33,22
1,2,0,37,45,35,35,39,48,0.001814,0.0312789,0,37,25
2,4,0,33,40.5,16,16,45,56,0.0023831,0.053205,0,33,23
3,8,0,25.75,32.5,7,7,47,58,0.0039413,0.0810526,0,25,17
4,16,3,24.4615,30.1538,5,5,50,51,0.0054994,0.12178,0,24,16
5,26,5,22.4762,28.1905,3,3,50,56,0.0060982,0.134984,0,22,14
6,42,9,19.6364,24.9697,3,3,51,51,0.0073716,0.169331,0,19,12
7,60,16,19.6364,25.2273,3,3,46,46,0.0118011,0.274867,0,19,12
8,86,24,17.4194,22.6774,5,5,42,42,0.0120872,0.294261,0,17,10
9,124,36,14.5114,19.0568,3,3,41,41,0.0134197,0.328889,0,14,8
10,160,51,12.8716,17.1284,5,5,38,38,0.0141205,0.362068,0,12,6
11,198,61,10.8102,14.562,3,3,40,40,0.0142904,0.395968,0,10,5
12,222,70,9.94079,13.4605,3,3,39,39,0.0136223,0.387025,0,9,5
13,226,70,8.45513,11.4744,3,3,26,26,0.0106592,0.333891,0,8,4
14,224,76,7.12838,9.70946,3,3,23,23,0.0070724,0.254957,0,7,3
15,204,75,6.33333,8.75969,3,3,18,18,0.0050938,0.196985,0,6,2
16,128,45,5.90361,8.21687,3,3,15,15,0.0028348,0.119988,0,5,2
17,84,33,5.23529,7.27451,3,3,15,15,0.0013656,0.0680548,0,5,2
18,48,19,5.31034,7.31034,3,3,11,11,0.0008338,0.0404692,0,5,2
19,18,7,5.18182,7.18182,3,3,8,8,0.000234,0.0140453,0,5,2
20,6,2,4.5,6.25,3,3,7,7,0.0001102,0.0045955,0,4,1
21,2,1,5,7,5,7,5,7,1.73e-05,0.0011844,0,5,2
