depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay
0,1,0,5,7,5,7,5,7,2.76e-05,0.0033827,0,5,2,0,0
1,2,1,5,7,5,7,5,7,2.19e-05,0.0013789,0,5,2,0,0
2,2,0,5,7,5,5,5,7,5.19e-05,0.0026197,0,5,2,0,0
3,4,0,6,8.5,5,5,7,7,0.0001777,0.0075536,0,6,2,0,0
4,8,0,6,8.5,5,5,7,7,0.000329,0.0127433,0,6,2,0,0
5,16,0,5.5,7.75,5,5,7,7,0.0004597,0.0220536,0,5,2,0,0
6,32,0,5,7,3,3,7,7,0.0007262,0.0394262,0,5,2,0,0
7,64,0,5,7,3,3,7,7,0.0015484,0.0793948,0,5,2,0,0
8,116,0,4.51724,6.27586,3,3,5,5,0.0017227,0.122945,0,4,1,0,0
9,62,0,3.12903,4.25806,3,3,4,4,7.44e-05,0.0410144,0,3,1,0,0
