depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay
0,1,0,96,121,96,121,96,121,0.0052263,0.0355983,0,96,46
1,2,1,48.5,125,97,125,97,125,8.1e-05,0.0018023,45,2,48
2,2,0,92,241,79,79,105,134,0.0042765,0.0247091,23,31,46
3,4,0,92,481,71,71,107,148,0.011523,0.0619958,19,44,45
4,8,0,100.5,1017,36,36,264,318,0.0373517,0.167492,16,59,49
5,16,1,87.625,1802,11,11,291,363,0.0357922,0.168547,23,38,46
6,30,8,75.2,2921,16,16,359,455,0.0762903,0.329172,21,51,50
7,44,6,91.9773,5088,14,14,506,634,0.145937,0.611374,21,56,52
8,76,12,84.1842,7983,11,11,514,646,0.191315,0.863385,22,49,47
9,128,24,75.5859,12085,11,11,546,689,0.284957,1.26507,21,44,43
10,208,51,69.2019,18135,7,7,498,629,0.456406,1.96392,20,46,42
11,314,68,69.5191,27363,4,4,541,541,0.718962,3.14011,18,48,40
12,482,117,65.1369,39375,4,4,457,457,1.05594,4.57719,17,47,39
13,718,182,60.9206,54543,4,4,532,532,1.46866,6.41122,16,46,36
14,1038,288,57.4268,73632,4,4,472,472,2.07022,9.04898,15,46,34
15,1412,394,55.0297,95643,4,4,450,450,2.78073,12.0348,14,45,33
16,1860,538,54.4855,123746,4,4,476,476,3.92348,16.7719,13,48,33
17,2244,695,52.7464,144052,4,4,460,460,4.38922,18.7202,14,46,32
18,2636,814,53.2879,170356,4,4,565,565,5.37493,22.9124,14,48,33
19,2910,868,53.2759,187527,4,4,522,522,5.82606,25.2721,14,47,32
20,3304,1039,52.6053,209534,4,4,442,547,6.29877,27.5437,15,46,32
21,3638,1111,51.2029,223733,4,4,489,588,6.85107,29.525,15,45,31
22,4052,1339,47.847,232477,4,4,540,691,7.08908,30.6022,14,43,30
23,4234,1429,45.9946,233872,4,4,620,620,6.86707,31.2908,14,41,29
24,4328,1434,43.6996,227156,4,4,633,633,6.37577,30.4396,14,37,27
25,4452,1519,39.7336,212646,4,4,509,509,5.8327,28.6714,13,34,24
26,4392,1530,36.5194,193146,4,4,493,518,5.12128,25.9964,12,32,22
27,4238,1549,32.2662,165381,4,4,440,539,4.22967,21.5718,11,28,20
28,3644,1340,28.2736,125523,4,4,329,347,2.82742,15.2007,10,24,17
29,3156,1225,23.2418,90008,4,4,330,330,1.92026,10.731,8,21,14
30,2644,1028,19.8498,64872,4,4,271,271,1.18543,7.11904,7,17,12
31,2036,786,15.7642,40285,4,4,266,276,0.627379,4.09579,6,13,9
32,1682,643,13.3757,28607,4,4,197,218,0.446826,2.99921,5,11,7
33,1426,534,11.77,21539,4,4,203,227,0.310425,2.23324,4,10,6
34,1180,416,10.4322,15937,4,4,139,139,0.226866,1.70593,4,8,5
35,888,290,8.42342,9723,4,4,155,155,0.109936,1.01917,3,6,4
36,654,169,7.75076,6586,4,4,78,78,0.0717908,0.697129,3,5,3
37,470,106,7.12766,4349,4,4,61,61,0.0455432,0.456217,2,5,2
38,240,49,8.20417,2595,4,4,50,50,0.0272996,0.262495,3,5,3
39,128,26,7.15625,1189,4,4,40,40,0.0121035,0.122404,2,5,2
40,64,10,7.625,636,4,4,37,37,0.0047581,0.0579717,2,4,2
41,40,7,6.025,310,4,4,22,22,0.0018175,0.0310205,2,3,2
42,20,1,6.5,167,4,4,14,20,0.0007411,0.014898,2,2,1
43,12,0,5.5,83,4,4,11,11,0.0003714,0.0065899,2,2,1
44,2,0,4,10,4,4,4,5,3.61e-05,0.000785,2,2,1
