depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay
0,1,0,12,16,12,16,12,16,0.0001538,0.0086554,0,12,7,3,3
1,2,1,12,16,12,16,12,16,0.0002442,0.0046363,0,12,7,3,3
2,2,0,12,16,12,12,12,16,0.0003586,0.0080246,0,12,7,3,3
3,4,0,10.5,14.25,8,10,12,12,0.0006116,0.0128333,0,10,5,2,2
4,8,0,9.125,12.5,7,7,12,12,0.0013733,0.0258004,0,9,4,1,1
5,16,0,9.125,12.5625,5,5,14,14,0.0025523,0.0495608,0,9,4,1,1
6,32,0,9.625,13.3125,5,5,14,14,0.005844,0.110368,0,9,4,1,1
7,64,0,9.5625,13.2188,5,5,14,14,0.0090806,0.184721,0,9,4,1,1
8,126,0,8.69841,12.0476,5,5,14,14,0.0140262,0.277745,1,7,4,1,1
9,88,0,7.90909,10.9318,5,5,14,14,0.0068817,0.156507,1,6,3,0,0
10,84,0,5.5119,7.63095,3,3,14,14,0.0040459,0.097058,0,4,2,0,0
11,38,0,5.55263,7.73684,5,5,8,8,0.0009279,0.0272917,1,2,2,0,0
12,50,9,5.5122,7.65854,3,3,8,8,0.0007467,0.0254265,1,1,2,0,0
13,62,15,5.55319,7.7234,3,3,8,8,0.0007568,0.0274343,1,1,2,0,0
14,76,3,5.30137,7.38356,3,3,8,8,0.0017898,0.0513653,1,2,2,0,0
15,108,21,5.10345,7.11494,3,3,8,8,0.0016289,0.0529536,1,1,2,0,0
16,144,20,4.99194,6.97581,3,3,8,8,0.0027195,0.0800613,1,2,2,0,0
17,196,46,4.98,6.96,3,3,8,8,0.0029643,0.0934288,1,1,2,0,0
18,236,60,4.95455,6.92614,3,3,8,8,0.0030843,0.101637,1,1,1,0,0
19,258,51,4.95169,6.92754,3,3,5,7,0.003336,0.107805,1,1,1,0,0
20,224,50,4.95402,6.93103,3,3,5,7,0.0021505,0.083686,1,1,1,0,0
21,200,34,4.78313,6.6747,3,3,5,5,0.0020444,0.0781343,1,1,1,0,0
22,162,14,4.74324,6.61486,3,3,5,7,0.0020634,0.0713439,1,1,1,0,0
23,148,5,4.60839,6.41259,3,3,5,5,0.002152,0.0707245,1,1,1,0,0
24,126,7,4.42857,6.14286,3,3,5,7,0.0018462,0.06482,1,1,1,0,0
25,114,5,4.2844,5.92661,3,3,5,7,0.0016399,0.0566394,1,1,1,0,0
26,114,0,4.14035,5.71053,3,3,5,7,0.0014439,0.0511282,1,1,1,0,0
27,116,0,4.15517,5.73276,3,3,5,5,0.0014991,0.0528512,1,1,1,0,0
28,106,0,4.01887,5.5283,3,3,5,7,0.0014475,0.0542397,1,1,1,0,0
29,88,0,4.02273,5.53409,3,3,5,5,0.0011656,0.0437338,1,1,1,0,0
30,78,0,3.71795,5.07692,3,3,5,7,0.0009877,0.0375181,1,1,1,0,0
31,50,0,3.68,5.02,3,3,5,7,0.0006549,0.0238789,1,1,1,0,0
32,34,0,3.70588,5.05882,3,3,5,5,0.0004245,0.015973,1,1,1,0,0
33,20,0,3.9,5.35,3,3,5,5,0.0002662,0.0104204,2,1,1,0,0
34,18,0,3.22222,4.33333,3,3,5,5,0.0002121,0.0075618,2,1,1,0,0
35,4,0,3,4,3,3,3,4,7.48e-05,0.0015694,2,1,1,0,0
