depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay,avgIntegerVtx
0,1,0,275,347,275,347,275,347,0.0197764,0.107423,0,275,141,68,68,0
1,2,0,197.5,251.5,118,118,277,360,0.01655,0.0653964,47,85,98,42,17,0
2,4,0,216.25,276.75,115,115,332,388,0.0498839,0.19893,25,147,108,44,28,0
3,8,0,197.75,246.875,88,88,366,436,0.0722392,0.283413,34,105,98,42,21,0
4,16,2,188.643,238.357,44,44,370,477,0.148063,0.534445,33,112,98,43,25,0
5,28,1,169.259,211.185,7,7,517,659,0.228331,0.879669,30,98,84,37,19,0
6,52,8,147.75,186.568,10,10,449,523,0.367993,1.37695,22,98,73,30,18,0
7,86,16,138.729,174.4,7,7,496,602,0.559819,2.08612,23,92,69,29,19,0
8,134,34,139.05,175.2,4,4,502,502,0.783029,2.87272,23,89,67,27,16,0
9,182,37,134.979,169.834,13,13,418,492,1.07298,4.08271,20,89,64,24,15,0
10,282,58,120.777,151.683,4,4,417,417,1.43964,5.55746,18,81,56,21,14,0
11,406,75,109.26,136.71,4,4,433,434,1.87412,7.35032,16,74,50,18,12,0
12,588,148,102.182,127.53,4,4,451,451,2.26987,8.99747,16,68,46,17,12,0
13,756,177,97.0017,120.903,4,4,615,615,2.79211,11.1286,15,65,43,16,11,0
14,922,232,92.1609,115.107,4,4,538,538,3.0541,12.3355,14,61,41,14,9,0
15,1058,242,85.6066,106.884,4,4,553,553,3.34566,13.5818,13,58,37,13,8,0
16,1204,317,79.4938,99.1026,4,4,516,516,3.08443,12.8895,13,51,34,11,7,0
17,1308,369,73.9702,92.2726,4,4,447,447,3.10607,13.0132,12,49,31,10,7,0
18,1372,431,71.2561,89.0712,4,4,411,437,2.9462,12.4982,12,47,30,9,6,0
19,1332,405,63.5059,79.5426,4,4,386,386,2.47397,10.6017,11,42,26,7,5,0
20,1278,412,56.4781,70.4988,4,4,383,383,1.90953,8.83433,10,36,22,6,4,0
21,1226,427,48.02,59.9837,4,4,317,317,1.40051,6.82555,8,30,19,4,3,0
22,1138,416,42.2271,52.5845,4,4,267,267,1.0035,5.17994,8,26,16,3,2,0
23,1042,390,36.2224,45.0767,4,4,263,263,0.721823,3.83582,7,22,13,2,2,0
24,952,375,31.4229,39.0347,4,4,225,225,0.524653,2.91565,6,19,11,2,1,0
25,856,349,26.4872,33.0552,4,4,189,189,0.349655,2.02676,5,15,9,1,1,0
26,738,309,20.7063,26.0256,4,4,123,123,0.200908,1.28069,4,12,7,0,0,0
27,648,263,16.4026,20.6338,4,4,129,129,0.123613,0.908381,3,9,5,0,0,0
28,524,205,14.1003,17.7053,4,4,58,58,0.0810884,0.637494,3,8,4,0,0,0
29,390,146,11.3033,14.2951,4,4,66,66,0.0393012,0.357342,3,6,3,0,0,0
30,268,96,8.96512,11.25,4,4,44,44,0.0196342,0.209685,2,5,2,0,0,0
31,166,56,8.58182,10.7273,4,4,44,44,0.0129419,0.131956,2,5,2,0,0,0
32,88,32,9.08929,11.4107,4,4,38,38,0.0075881,0.0780655,2,5,2,0,0,1
33,56,26,7.96667,10.0667,4,4,22,22,0.002465,0.0315486,2,4,2,0,0,1
34,24,7,6,7.64706,4,4,10,10,0.0008198,0.0130034,2,3,1,0,0,1
35,14,3,4.90909,6.18182,4,4,8,8,0.0003491,0.0072035,2,2,1,0,0,1
36,6,3,4,5,4,4,4,5,9.29e-05,0.0018984,2,2,1,0,0,1
