depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay,avgIntegerVtx
0,1,0,3615,988,3615,988,3615,988,3.82234,4.79378,0,3615,488,2304,2304,225
1,2,0,1804.5,641.5,1753,551,1856,1856,7.95474,8.72835,132,1428,250,887,776,193
2,4,0,1066.75,492.5,623,270,1562,1562,4.30362,5.31749,39,949,170,385,359,161
3,8,0,674.25,367.375,245,230,1322,1322,4.62393,5.46193,80,403,121,205,131,120
4,16,0,457.438,304.562,110,110,1264,1264,6.15422,7.50242,50,324,99,119,92,99
5,32,0,308.219,236,57,57,1010,1010,6.58777,8.10381,50,187,75,63,43,74
6,64,0,207.812,171.516,19,19,1006,1006,6.16573,8.06776,37,123,52,36,25,52
7,128,0,136.562,119.602,11,11,881,881,6.20693,8.54505,26,78,34,18,11,34
8,256,0,88.9688,79.2305,5,5,777,777,6.24918,9.13115,17,48,21,10,6,21
9,494,0,58.1538,53.0992,5,5,556,556,6.24539,9.91538,11,32,13,5,3,13
10,846,0,40.5757,37.5024,5,5,496,496,5.71615,10.0417,8,21,8,3,1,8
11,1254,0,30.6427,28.3285,5,5,444,444,4.74414,9.71065,6,16,6,1,1,6
12,1630,0,24.884,23.2399,5,5,347,347,4.46468,9.98388,5,13,4,1,0,4
13,1806,0,21.9723,20.572,5,5,255,255,3.6247,9.07373,4,11,4,0,0,4
14,1908,0,19.3674,18.1766,5,5,209,209,2.60029,7.99871,4,9,3,0,0,3
15,1764,0,17.2778,16.3577,5,5,204,204,1.88346,6.67999,4,8,3,0,0,3
16,1466,0,15.7326,14.987,5,5,151,151,1.07591,4.97421,4,7,2,0,0,2
17,1092,0,14.0623,13.5696,5,5,114,114,0.593575,3.3028,3,6,2,0,0,2
18,726,0,12.3526,12.1763,5,5,97,97,0.278188,1.88921,3,5,2,0,0,2
19,430,0,11.0884,11.1372,5,5,72,72,0.120077,0.960819,3,5,1,0,0,1
20,238,0,9.54202,9.91176,5,5,60,60,0.0421948,0.473145,3,4,1,0,0,1
21,98,0,8.4898,9.19388,5,5,35,35,0.0109132,0.17013,3,3,1,0,0,1
22,46,0,7.43478,8.26087,5,5,25,25,0.0036942,0.0662596,3,3,1,0,0,1
23,16,0,6.375,7.375,5,5,15,15,0.0008014,0.0192883,2,3,1,0,0,1
24,4,0,6.5,7.5,5,5,11,11,0.0002198,0.0033157,2,3,1,0,0,1
25,2,0,5,6,5,5,5,6,6.88e-05,0.0010826,3,2,1,0,0,1
