depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay
0,1,0,30,35,30,35,30,35,0.0003943,0.0101628,0,30,17
1,2,1,14.5,36,29,36,29,36,0.0001566,0.0032603,8,12,17
2,2,0,25,62,17,17,33,40,0.0004734,0.0072426,5,14,15
3,4,1,24.75,119,14,14,61,72,0.0011877,0.0182543,7,21,22
4,6,1,26.3333,194,18,18,53,62,0.0021897,0.0314026,5,24,20
5,10,3,20.2,247,14,14,54,64,0.0030382,0.0421526,4,23,17
6,14,5,17.7857,301,5,5,61,68,0.0033374,0.047685,5,20,17
7,18,7,18.1111,391,11,11,57,66,0.0044266,0.0630001,7,21,18
8,22,7,20.5909,545,9,9,55,58,0.0071541,0.0968594,5,24,20
9,30,8,22.6333,814,7,7,65,65,0.0076022,0.119684,7,21,20
10,44,14,18.3409,973,7,7,73,73,0.0082386,0.121662,8,16,17
11,60,21,15.15,1107,3,3,59,59,0.0081858,0.119923,7,12,14
12,78,28,12.8333,1233,3,3,50,50,0.0092379,0.14096,6,12,11
13,100,36,10.95,1380,3,3,43,43,0.0110818,0.162613,5,10,9
14,126,49,9.70635,1556,5,5,35,37,0.0119801,0.188984,4,10,8
15,152,51,9.34868,1825,3,3,28,33,0.0131453,0.217612,4,9,7
16,198,76,7.71212,1996,3,3,26,29,0.0146704,0.246501,3,8,6
17,238,101,6.58824,2087,3,3,26,26,0.0142112,0.247989,3,7,5
18,266,109,6.13158,2177,3,3,27,27,0.0144507,0.258874,2,6,5
19,244,103,5.77459,1882,3,3,22,22,0.0120609,0.227814,3,6,4
20,212,88,5.15566,1467,3,3,19,19,0.008962,0.172479,2,5,4
21,140,55,4.55,854,3,3,17,17,0.0047634,0.0970691,2,4,3
22,78,33,3.85897,402,3,3,13,13,0.0018541,0.0423573,2,3,2
23,58,24,3.08621,243,3,3,11,11,0.0010341,0.0259414,2,3,2
24,36,17,2.52778,122,3,3,7,7,0.000568,0.0140526,2,3,1
25,22,10,2.09091,63,3,3,5,5,0.000262,0.0077767,1,2,1
26,12,6,2,32,3,3,7,7,0.0001627,0.0047779,2,3,1
27,2,1,1.5,4,3,4,3,4,1.42e-05,0.0005276,2,2,1
