depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay
0,1,0,395,488,395,488,395,488,0.0358988,0.18465,0,395,229
1,2,0,426,1076,337,435,515,515,0.0637834,0.229802,64,262,256
2,4,0,450.5,2231,373,373,630,630,0.132213,0.432286,92,234,260
3,8,0,450.25,4383,257,257,803,803,0.267298,0.842928,92,239,255
4,16,0,421.813,8284,109,109,822,822,0.508917,1.59478,83,231,239
5,32,0,417,16299,101,101,855,855,0.997202,3.18448,82,233,235
6,64,1,360.656,28269,71,71,814,814,1.71906,5.62817,70,218,203
7,126,8,311.683,48063,23,23,1017,1017,2.97565,10.101,58,214,182
8,236,21,270.695,78201,13,13,984,1061,5.13993,17.4073,46,202,160
9,430,55,233.63,123036,11,11,1088,1123,7.76998,27.573,43,183,142
10,750,99,210.475,192537,4,4,1037,1037,12.0314,43.6047,38,167,126
11,1302,231,179.484,284995,4,4,995,995,17.6161,64.7347,34,155,111
12,2140,435,158.73,413719,4,4,1008,1008,24.4845,91.8944,31,140,100
13,3390,771,140.264,578066,4,4,958,958,34.1844,128.797,28,130,89
14,5168,1298,126.517,793071,4,4,975,975,44.6441,172.422,26,120,82
15,7546,1990,114.973,1.05e+06,4,4,932,932,58.3276,232.712,24,113,74
16,10720,3003,104.172,1.34734e+06,4,4,977,977,75.6495,296.245,22,104,68
17,14018,4012,97.198,1.64215e+06,4,4,965,965,87.3541,354.522,22,97,63
18,17046,5039,91.6421,1.87863e+06,4,4,870,870,105.442,588.384,21,92,59
19,17090,5029,88.2049,1.81126e+06,4,4,821,821,103.826,722.771,21,87,56
20,16289,4793,83.8814,1.64255e+06,4,4,761,761,95.2547,814.089,20,82,53
