depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay
0,1,0,82,98,82,98,82,98,0.0065784,0.0257628,0,82,21,0,0
1,2,0,74.5,92,69,78,80,80,0.02091,0.0394435,7,47,19,0,0
2,4,0,57.25,70.5,42,48,85,85,0.0280311,0.0638027,6,42,14,0,0
3,8,0,35.625,41.875,5,6,54,54,0.0222395,0.0574566,4,24,8,0,0
4,12,0,22.4167,25.75,5,5,36,36,0.0140756,0.0440874,2,14,4,0,0
5,10,3,16.7143,18.8571,5,5,27,27,0.0033697,0.0122111,2,5,3,0,0
6,10,0,8.6,9.6,5,5,11,12,0.0021038,0.0120772,1,5,1,0,0
7,10,1,5.88889,7.11111,5,5,9,9,0.0009496,0.0083391,0,5,1,0,0
8,4,0,7,8.5,5,5,9,9,0.000586,0.006164,0,7,1,0,0
9,2,1,5,6,5,6,5,6,7.02e-05,0.0011708,0,5,1,0,0
