depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay
0,1,0,151,119,151,119,151,119,0.00286231,0.0668055,0,151,85
1,2,0,123,200,117,98,129,117,0.0045898,0.10317,0,123,69
2,4,0,104,363,83,83,121,121,0.00716181,0.173212,0,104,61
3,8,0,92.375,657,57,57,130,130,0.00999292,0.269774,0,92,55
4,16,0,81.125,1214,49,49,115,115,0.0194118,0.490412,0,81,50
5,32,10,51.7812,1579,36,36,121,121,0.0250948,0.648169,0,75,47
6,44,6,60.5909,2634,32,32,118,118,0.0358941,0.947597,0,70,45
7,76,14,56.4737,4418,32,32,130,130,0.0582767,1.50977,0,69,47
8,124,21,53.8226,7049,26,26,147,147,0.092602,2.33529,0,64,45
9,202,55,43.203,9338,22,22,140,140,0.120326,3.01636,0,59,41
10,270,81,38.563,11210,16,16,130,130,0.152187,3.68015,0,55,38
11,350,128,33.6314,12701,16,16,120,120,0.166821,4.08885,0,53,36
12,416,165,31.601,14171,16,16,116,116,0.181357,4.47865,0,52,35
13,494,205,29.8745,15950,15,15,104,104,0.19627,4.91506,0,51,34
14,564,221,29.1844,17903,14,14,98,98,0.223072,5.4695,0,47,32
15,640,146,33.0422,23315,12,12,93,93,0.274297,6.88421,0,42,28
16,806,198,29.6253,26431,12,12,89,89,0.308477,7.73094,0,39,25
17,1000,331,24.853,27523,10,10,82,82,0.317392,8.0194,0,37,24
18,1212,451,22.4315,30125,10,10,78,78,0.344777,8.72606,0,35,22
19,1384,508,21.3584,32998,10,10,80,80,0.377602,9.41978,0,33,21
20,1570,603,19.7318,34739,7,7,75,75,0.382654,9.85131,0,32,20
21,1738,436,21.153,41856,7,7,69,69,0.452433,11.7242,0,28,17
22,2046,532,18.7649,43962,5,5,61,61,0.448312,12.1326,0,25,15
23,2406,781,16.288,44907,5,5,56,56,0.485022,12.5097,0,24,14
24,2660,1016,14.1233,43332,5,5,52,52,0.428975,11.7769,0,22,13
25,2840,1098,12.9975,43265,5,5,47,47,0.412884,11.4657,0,21,12
26,3010,1066,12.3864,44140,5,5,47,47,0.409446,11.5178,0,19,10
27,3180,713,12.2113,47761,3,3,44,44,0.389417,11.7736,0,15,8
28,3636,929,10.2186,46555,3,3,41,41,0.360463,11.2902,0,13,7
29,3936,1412,8.25915,41090,3,3,35,35,0.341711,10.2761,0,12,6
30,4016,1431,7.51942,38327,3,3,31,31,0.284863,9.80577,0,11,6
31,4148,1583,6.86789,36495,3,3,26,26,0.258923,9.16952,0,11,5
32,4134,1448,6.27552,33526,3,3,22,22,0.238151,8.28809,0,9,4
33,4182,1484,5.55978,30312,3,3,22,22,0.180329,7.02938,0,8,4
34,4004,1062,5.36788,28545,3,3,18,18,0.154434,6.6422,0,7,3
35,3546,1278,4.74817,22663,3,3,15,15,0.130218,5.8958,0,7,3
36,3382,1333,4.31727,19789,3,3,14,14,0.130571,6.07019,0,7,3
37,3378,1233,4.08644,18999,3,3,11,11,0.108995,5.50791,0,6,2
38,3284,1295,3.48721,15958,3,3,9,11,0.054242,3.34396,0,5,2
39,3146,1008,3.32676,14620,3,3,7,7,0.0392249,2.95944,0,4,1
40,2884,1170,2.70527,10846,3,3,5,7,0.0257491,2.2196,0,4,1
41,2496,0,3,9984,3,3,3,4,0,1.79865,0,3,1
