depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay
0,1,0,196,102,196,102,196,102,0.0396392,0.0976775,0,196,27,35,35
1,2,0,103,67,57,41,149,149,0.0930039,0.134033,11,74,15,10,10
2,4,1,72.3333,50.3333,57,41,103,103,0.0254824,0.0418475,10,25,11,4,2
3,6,1,42.4,34.4,15,15,57,52,0.0116272,0.0285555,6,17,7,0,0
4,10,3,30.2857,25.5714,5,5,57,52,0.0020209,0.0118642,5,4,5,0,0
5,12,3,21.8889,20.7778,11,11,35,35,0.0062469,0.0192228,3,8,3,0,0
6,18,5,15.4615,15.3077,5,5,25,25,0.0025838,0.0140405,3,4,2,0,0
7,22,10,15.6667,15.6667,11,11,25,25,0.000415,0.0048834,2,0,2,0,0
8,24,8,11,12,11,11,11,12,0.0013724,0.0099424,2,2,2,0,0
9,32,14,9.66667,10.6667,5,5,11,12,0.000317,0.0062138,2,0,1,0,0
10,28,4,6,7,5,5,11,11,0.0007462,0.0097456,2,2,1,0,0
11,8,0,5,6,5,5,5,6,0.0002724,0.0035144,3,2,1,0,0
