depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay
0,1,0,218,249,218,249,218,249,0.007335,0.0732286,0,218,187,156,156
1,2,0,188,219,183,193,193,210,0.0103907,0.123363,0,188,158,127,127
2,4,0,166.5,193,148,166,184,184,0.0127572,0.191531,0,166,134,107,107
3,8,0,143.25,168,121,132,162,162,0.015436,0.28215,0,143,114,89,89
4,16,0,127.562,152,108,110,142,142,0.0270003,0.467705,0,127,100,76,76
5,32,0,116.312,139.875,102,102,136,136,0.049155,0.841687,0,116,90,66,66
6,64,0,104.766,127.094,81,82,128,128,0.0867308,1.51953,0,104,79,57,57
7,128,0,94.7969,115.852,63,65,125,125,0.153968,2.70072,0,94,71,49,49
8,256,0,86.2969,106.352,52,63,117,117,0.276603,4.87946,0,86,63,43,43
9,512,0,78.9785,97.7695,43,53,108,108,0.506093,9.21841,0,78,57,38,38
10,1010,0,72.8505,90.5881,36,45,107,107,0.925256,17.6111,0,72,52,34,34
11,1938,0,66.7141,83.3664,25,33,104,104,1.61791,30.889,0,66,47,30,30
12,3314,0,60.8814,76.4098,16,21,98,98,2.51595,48.1865,0,60,42,27,27
13,5410,0,55.7867,70.3261,3,4,99,99,3.75853,72.663,0,55,39,24,24
14,8090,0,51.0502,64.6653,3,3,96,96,5.18759,99.2054,0,51,35,21,21
15,8808,0,46.3052,58.8264,3,3,96,96,4.98518,97.7316,0,46,31,19,19
16,7246,0,42.3903,53.9195,3,3,86,86,3.68667,73.1638,0,42,28,17,17
17,6968,0,39.278,49.9733,3,3,84,84,3.31664,66.0239,0,39,26,15,15
18,6368,0,36.3356,46.1803,3,3,82,82,2.67952,55.2946,0,36,24,14,14
19,5404,0,32.4832,41.2805,3,3,77,77,1.98738,41.544,0,32,21,12,12
20,4596,0,29.1625,37.1112,3,3,75,75,1.47897,31.7514,0,29,18,10,10
21,4052,0,26.3455,33.5797,3,3,73,73,1.15465,26.1775,0,26,16,9,9
22,3628,0,23.7834,30.3944,3,3,65,65,0.899279,20.4725,0,23,14,8,8
23,2920,0,20.3226,26.1291,3,3,69,69,0.587838,13.9863,0,20,12,6,6
24,2598,0,17.6032,22.7302,3,3,63,63,0.428921,10.7391,0,17,10,5,5
25,2330,0,15.091,19.6137,3,3,62,62,0.298617,8.07098,0,15,8,4,4
26,1804,0,12.6596,16.5682,3,3,51,51,0.179231,5.26746,0,12,6,3,3
27,1490,0,10.1523,13.4993,3,3,46,46,0.105192,3.45055,0,10,5,1,1
28,1266,0,8.81991,11.6896,3,3,37,37,0.0698717,2.5099,0,8,4,1,1
29,1100,0,7.53182,10.1145,3,3,29,29,0.047026,1.86792,0,7,3,0,0
30,982,12,5.82165,7.91443,3,3,24,24,0.0251507,1.27663,0,5,2,0,0
31,772,8,5.47513,7.41492,3,3,22,22,0.0171872,0.927092,0,5,2,0,0
32,566,4,4.97509,6.76868,3,3,22,22,0.0096495,0.617684,0,4,2,0,0
33,466,15,4.68293,6.4235,3,3,20,20,0.0068343,0.483821,0,4,1,0,0
34,332,5,5.14373,7.02446,3,3,20,20,0.0064758,0.37959,0,5,2,0,0
35,212,3,4.55502,6.07656,3,3,15,15,0.0027576,0.22314,0,4,1,0,0
36,144,6,4.48551,6.11594,3,3,10,10,0.0017485,0.139642,0,4,1,0,0
37,84,3,3.41975,4.62963,3,3,5,5,0.0002946,0.0604001,0,3,1,0,0
38,54,13,3,4,3,3,3,4,0,0.0289023,0,3,1,0,0
39,10,2,3,4,3,3,3,4,0,0.0054098,0,3,1,0,0
