depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay,avgIntegerVtx
0,1,0,1254,1627,1254,1627,1254,1627,0.224723,0.586191,0,1254,843,475,475,0
1,2,0,1033,1356,1024,1042,1042,1326,0.219954,0.461253,389,537,655,330,174,0
2,4,0,903.75,1195.5,859,859,994,1164,0.352712,0.794513,299,497,553,258,148,0
3,8,0,796.125,1062.38,757,757,889,1069,0.635095,1.44622,247,443,474,206,119,0
4,16,0,707,948.625,618,629,813,823,0.995244,2.40038,214,394,412,169,97,0
5,32,0,618.625,836.438,528,528,693,743,1.60564,4.03737,185,349,352,133,76,0
6,64,0,532.234,725.516,396,459,639,639,2.49324,6.5651,158,299,293,99,57,0
7,128,0,465.688,635.195,302,328,583,583,3.99129,11.0944,131,264,250,79,46,0
8,256,0,403.566,552.219,250,265,511,511,6.42187,18.6948,111,229,211,62,36,0
9,512,0,353.236,482.623,194,220,465,465,10.3676,31.6581,94,203,180,49,30,0
10,1024,0,308.732,423.029,160,179,455,455,16.9297,53.9364,80,177,154,38,24,0
11,2046,0,265.724,362.217,122,122,415,415,27.0929,90.6162,68,154,128,30,18,0
12,4010,0,231.553,314.032,51,61,381,381,42.9578,151.749,56,136,109,24,15,0
13,7670,0,205.424,277.627,14,17,379,379,76.1956,267.863,47,122,95,20,14,0
14,13960,0,179.364,241.398,4,5,368,368,119.458,425.668,40,106,81,16,11,0
15,23588,0,158.328,212.601,4,4,363,363,172.822,635.664,34,95,70,13,9,0
16,35738,0,141.603,189.487,4,4,338,338,232.335,917.906,29,86,62,11,8,0
17,30170,0,127.842,170.384,4,4,316,316,179.505,956.622,24,80,55,11,8,0
