depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay
0,1,0,26,32,26,32,26,32,0.0007174,0.0181382,0,26,16
1,2,0,23,27.5,21,24,25,25,0.0011935,0.0171477,5,14,14
2,4,0,20.75,26,13,15,32,32,0.001736,0.0256215,4,11,13
3,8,0,26,32.25,12,12,47,49,0.0034364,0.0582043,3,17,17
4,16,6,27.6,33.6,7,7,58,58,0.0047672,0.06697,7,14,18
5,20,3,24.9412,30.5882,3,3,52,52,0.0073835,0.105033,5,15,16
6,34,11,23.5217,28.913,3,3,46,54,0.0067822,0.104233,6,13,15
7,44,15,22.5517,27.6897,7,7,45,45,0.0082582,0.121403,6,14,14
8,58,14,20.4773,25.5682,5,5,47,50,0.0102966,0.149967,5,12,12
9,86,25,18.5574,23.4098,3,3,43,48,0.0147597,0.21852,5,10,11
10,118,39,16.443,21.1899,5,5,39,39,0.0161418,0.225474,4,10,9
11,154,52,13.6471,17.8431,3,3,34,34,0.0149738,0.213564,4,8,7
12,188,70,12.3559,16.3475,3,3,32,32,0.0148373,0.227725,3,7,6
13,162,59,11.0291,14.8544,3,3,31,31,0.010022,0.161401,3,6,5
14,158,59,9.11111,12.3434,3,3,24,24,0.0084548,0.137658,3,4,4
15,134,39,7.28421,10.0316,3,3,20,20,0.0047979,0.0897411,2,3,3
16,116,33,6.14458,8.46988,3,3,14,14,0.0040437,0.0749639,2,3,2
17,88,24,5.29688,7.29688,3,3,13,13,0.0022603,0.0469747,2,2,2
18,64,19,4.68889,6.48889,3,3,9,9,0.00139,0.0299084,1,2,1
19,36,11,4.04,5.56,3,3,7,7,0.0005119,0.0146637,2,2,1
20,14,5,3.66667,5,3,3,5,7,0.0001347,0.0040386,2,1,1
21,4,1,3,4,3,3,3,4,7e-05,0.0021609,2,1,1
