depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay
0,1,0,185,91,185,91,185,91,0.0419055,0.0938858,0,185,22,31,31
1,2,0,87.5,55.5,53,53,122,70,0.0208896,0.0579836,0,87,12,7,7
2,4,1,55,41.3333,53,41,56,56,0.0158658,0.0528242,0,55,8,0,0
3,6,2,41,32.75,17,17,56,56,0.0137784,0.049135,0,41,6,0,0
4,8,0,21.625,20,11,11,41,41,0.0060729,0.0384056,0,21,3,0,0
5,16,3,15.4615,15.5385,5,5,27,25,0.0042522,0.0381713,0,15,2,0,0
6,24,10,15.8571,15.7857,5,5,27,27,0.0049217,0.0443843,0,15,2,0,0
7,26,11,14.0667,14.4,5,5,27,27,0.004058,0.0395888,0,14,2,0,0
8,28,10,10.5556,11.7778,9,9,11,12,0.0016579,0.0338809,0,10,2,0,0
9,36,16,9.4,10.6,5,5,11,12,0.0014795,0.0337693,0,9,1,0,0
10,32,8,6.91667,7.95833,5,5,11,12,0.0008923,0.0298443,0,6,1,0,0
11,16,0,5,6,5,5,5,6,0,0.0156852,0,5,1,0,0
