depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay
0,1,0,115,149,115,149,115,149,0.0056529,0.036734,0,115,56,21,21
1,2,0,127.5,157.5,117,117,138,174,0.0136464,0.0754016,0,127,61,27,27
2,4,0,120,148,88,88,143,176,0.0240939,0.136573,0,120,54,22,22
3,8,0,96.625,121,40,40,146,146,0.0302398,0.193099,0,96,44,17,17
4,16,1,83.6667,104.267,8,8,138,138,0.0454601,0.286062,0,83,37,14,14
5,30,4,77.5385,95.8846,8,8,152,152,0.0692984,0.449774,0,77,34,12,12
6,52,10,71.0476,88.119,8,8,152,152,0.0988355,0.656244,0,71,30,10,10
7,84,14,62.4857,77.3714,7,7,208,208,0.139284,0.953922,0,62,26,8,8
8,140,33,54.8692,68.5514,4,4,212,212,0.178732,1.26598,0,54,22,7,7
9,206,51,45.8774,56.9032,4,4,172,172,0.204586,1.50137,0,45,18,5,5
10,296,85,39.9384,49.9953,4,4,158,158,0.226579,1.76639,0,39,15,3,3
11,410,126,34.6796,43.2676,4,4,118,118,0.244756,2.0245,0,34,12,2,2
12,552,171,28.5197,35.9396,4,4,128,128,0.24452,2.18811,0,28,10,1,1
13,684,219,23.3677,29.4839,4,4,96,96,0.218046,2.1063,0,23,8,1,1
14,784,248,19.0336,24.3619,4,4,91,91,0.179907,1.93627,0,19,6,0,0
15,748,240,14.6319,18.7776,4,4,54,54,0.107618,1.3789,0,14,4,0,0
16,654,207,11.8859,15.2662,4,4,42,42,0.062573,0.9529,0,11,3,0,0
17,456,140,9.66772,12.5443,4,4,36,36,0.0294236,0.543485,0,9,2,0,0
18,336,102,7.5,9.67094,4,4,29,29,0.0120989,0.304779,0,7,2,0,0
19,206,58,6.08784,7.83108,4,4,21,21,0.0044457,0.156732,0,6,1,0,0
20,74,14,4.83333,6.11667,4,4,12,12,0.000611,0.0466517,0,4,1,0,0
21,14,1,4.84615,6.15385,4,4,12,12,0.0001424,0.0098978,0,4,1,0,0
22,2,0,4,5,4,4,4,5,0,0.0011896,0,4,1,0,0
