depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay
0,1,0,315,404,315,404,315,404,0.0248403,0.113914,0,315,183,89,89
1,2,0,300.5,386.5,282,319,319,369,0.0424698,0.146383,54,186,167,78,42
2,4,0,268.5,354.5,227,227,314,318,0.0497361,0.177057,66,123,152,66,27
3,8,0,251.375,326.875,171,176,381,381,0.0929207,0.339479,61,122,140,64,29
4,16,0,222.812,285.188,129,152,335,335,0.164181,0.612358,50,112,119,54,23
5,32,0,214.281,273.156,92,92,387,387,0.373605,1.38143,38,127,115,54,30
6,64,1,190.857,242.048,34,34,460,460,0.655686,2.39991,35,118,100,46,28
7,126,7,177.773,223.42,21,21,452,452,1.16927,4.25466,30,113,90,40,26
8,238,14,150.339,188.384,8,8,507,507,1.86634,6.84902,24,100,74,32,22
9,446,57,135.193,168.319,7,7,525,525,2.70778,10.2423,23,87,65,28,18
10,778,106,120.927,149.769,4,4,566,566,4.09186,15.592,20,79,56,23,15
11,1314,192,105.674,130.363,4,4,482,482,5.49144,21.5944,19,67,48,19,12
12,2182,382,91.1961,112.545,4,4,371,371,7.14954,28.881,16,58,40,14,9
13,3124,609,82.3113,101.455,4,4,398,398,8.72648,35.8534,14,52,35,12,8
14,4142,880,73.5402,90.3587,4,4,403,403,9.37733,39.8298,13,46,30,10,6
15,5286,1169,65.3299,79.856,4,4,357,357,9.77057,43.3498,11,40,26,8,5
16,6494,1572,57.9665,70.4464,4,4,311,311,9.87669,44.9735,10,36,22,6,4
17,7384,1918,51.4453,62.3921,4,4,387,387,9.07324,47.1357,9,31,19,5,3
18,7760,2170,45.1705,54.5013,4,4,254,254,7.72843,45.9062,8,27,16,4,3
19,7772,2321,38.8775,46.7342,4,4,268,268,5.90966,38.0959,7,23,14,3,2
20,6818,2169,33.111,39.5689,4,4,243,243,3.93697,27.5751,6,19,11,2,1
21,5868,1984,28.1267,33.4457,4,4,224,224,2.47366,18.3254,5,15,9,2,1
22,4494,1654,23.7732,28.1113,4,4,150,150,1.36248,10.8637,5,13,7,1,1
23,3342,1294,20.1855,23.8311,4,4,114,114,0.748649,6.28436,4,11,6,1,0
24,2438,990,16.8073,19.8101,4,4,92,92,0.387309,3.56341,3,9,5,0,0
25,2014,836,13.5747,16.1019,4,4,104,104,0.215454,2.27192,3,7,4,0,0
26,1450,640,11.6037,13.8469,4,4,99,99,0.119249,1.33993,3,6,3,0,0
27,1046,467,9.67703,11.7098,4,4,72,72,0.0615684,0.784112,2,5,2,0,0
28,674,316,9.01955,10.9246,4,4,43,43,0.0328239,0.471646,2,4,2,0,0
29,392,181,8.10427,9.85308,4,4,26,26,0.0155494,0.234155,2,4,2,0,0
30,244,110,7.02239,8.58209,4,4,19,19,0.0085964,0.139996,2,4,1,0,0
31,112,51,6.91803,8.47541,4,4,18,18,0.003978,0.0693789,2,4,1,0,0
32,56,25,5.58065,7.06452,4,4,11,11,0.0013886,0.026426,2,3,1,0,0
33,32,16,4.9375,6.25,4,4,11,11,0.000703,0.0148067,2,3,1,0,0
34,4,2,5.5,7,4,4,7,9,8.8e-05,0.0018579,2,3,1,0,0
35,2,1,4,5,4,5,4,5,3.26e-05,0.0007601,3,3,1,0,0
