depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay
0,1,0,11,12,11,12,11,12,0.0003298,0.0113488,0,11,2
1,2,1,21,23,21,23,21,23,0.0013839,0.0087462,0,21,4
2,2,0,16.5,18,11,12,22,22,0.0014681,0.0105695,0,16,3
3,4,0,18.5,20.5,11,12,22,22,0.0034475,0.0270063,0,18,3
4,8,0,12,13.625,9,9,15,15,0.002135,0.0313635,0,12,2
5,16,0,9.875,11.75,5,5,22,22,0.0027638,0.0506709,0,9,2
6,12,0,10.1667,12.5,9,9,16,16,0.0017003,0.0396769,0,10,2
7,20,1,10.4737,12.8947,9,9,16,16,0.0041094,0.0775973,0,10,2
8,34,1,10.2727,12.6364,9,9,16,16,0.0051254,0.101621,0,10,2
9,62,1,10.377,12.7705,9,9,16,16,0.0080973,0.179741,0,10,2
10,118,0,7.38136,8.99153,5,5,16,16,0.0076473,0.241891,0,7,1
11,114,0,6.61404,8.01754,5,5,9,9,0.0041012,0.195433,0,6,1
12,62,16,9,11,9,9,9,11,0.0038257,0.114967,0,9,2
13,64,28,8.66667,10.5833,5,5,9,11,0.0034109,0.104307,0,8,1
14,64,14,8.52,10.4,5,5,9,9,0.0036464,0.1087,0,8,1
15,58,1,9,11,9,9,9,11,0.0051661,0.137231,0,9,2
16,62,0,9,11,9,9,9,11,0.0052133,0.147406,0,9,2
17,84,0,7.80952,9.5119,5,5,9,11,0.0053915,0.174564,0,7,1
18,102,0,6.09804,7.37255,5,5,9,11,0.0026531,0.157374,0,6,1
19,54,0,5.22222,6.27778,5,5,9,11,0.0002911,0.0679778,0,5,1
20,6,0,5,6,5,5,5,6,0,0.0075833,0,5,1
