depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay
0,1,0,8,10,8,10,8,10,8.17e-05,0.0038146,0,8,2,0,0
1,2,1,8,10,8,10,8,10,0.0001336,0.0021977,0,8,2,0,0
2,2,0,8,10,8,8,8,10,0.0004401,0.0046417,0,8,2,0,0
3,4,0,8,10,8,8,8,10,0.00062,0.0071786,0,8,2,0,0
4,8,0,8,10,8,8,8,10,0.0014343,0.016926,0,8,2,0,0
5,16,0,6,7.5,4,4,8,8,0.0023209,0.023421,0,6,1,0,0
6,32,0,6.75,8.5,4,4,8,8,0.0042663,0.0562075,0,6,1,0,0
7,46,0,5.13043,6.41304,4,4,8,8,0.0039511,0.0510814,1,4,1,0,0
8,8,0,8,10,8,8,8,10,0.0006947,0.0088547,1,4,2,0,0
9,8,3,8,10,8,8,8,10,0.0001709,0.0049865,1,1,2,0,0
10,10,4,8,10,8,8,8,10,0.0001659,0.0032265,1,1,2,0,0
11,10,1,8,10,8,8,8,10,0.0007037,0.0097164,1,3,2,0,0
12,16,4,8,10,8,8,8,10,0.0006906,0.0096926,1,2,2,0,0
13,22,2,8,10,8,8,8,10,0.0016312,0.0193844,1,3,2,0,0
14,34,6,8,10,8,8,8,10,0.0021599,0.0284625,1,3,2,0,0
15,48,4,8,10,8,8,8,10,0.0024757,0.0352566,1,2,2,0,0
16,62,2,8,10,8,8,8,10,0.0026277,0.0414668,1,2,2,0,0
17,48,1,7.91489,9.89362,4,4,8,10,0.0015069,0.027543,1,2,1,0,0
18,28,0,6.57143,8.21429,4,4,8,10,0.0006944,0.0139524,1,2,1,0,0
19,18,0,4.88889,6.11111,4,4,8,10,0.0004029,0.0081299,2,2,1,0,0
20,4,0,6,7.5,4,4,8,10,8.61e-05,0.0021337,1,2,1,0,0
21,4,0,4,5,4,4,4,5,7.42e-05,0.0018768,1,2,1,0,0
