depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay,avgIntegerVtx
0,1,0,349,394,349,394,349,394,0.141703,0.245262,0,349,113,38,38,0
1,2,0,303.5,342,167,167,440,501,0.231093,0.328412,20,207,94,22,17,0
2,4,0,321,372,114,114,685,772,0.588981,0.778531,27,198,105,22,12,0
3,8,0,308.375,356.25,97,97,856,997,0.788092,1.08477,37,148,97,17,5,0
4,16,1,297.533,346.133,58,58,927,1070,1.4549,2.04465,32,166,93,16,7,0
5,30,2,308.107,360.107,46,46,1133,1384,3.52242,4.75025,29,187,97,15,7,0
6,56,4,305.558,356.135,57,57,1194,1520,6.6033,8.84307,31,183,97,15,8,0
7,104,13,290.385,335.725,19,19,1188,1390,10.6529,14.3559,31,178,89,13,7,0
8,182,23,280,323.239,15,15,1559,1559,19.9684,26.79,27,182,87,13,8,0
9,318,52,264.865,301.474,9,9,1454,1741,33.1798,44.2238,25,180,80,12,8,0
10,532,95,246.618,280.348,9,9,1445,1464,48.356,65.1205,26,165,74,11,7,0
11,872,192,242.013,271.756,5,5,1470,1470,74.5076,100.736,25,165,72,12,8,0
12,1346,319,229.614,256.063,5,5,1346,1346,104.434,141.412,23,156,67,11,8,0
13,1994,491,220.386,243.737,5,5,1401,1401,137.895,188.198,23,152,64,11,8,0
14,2848,713,207.763,228.252,5,5,1458,1458,181.488,247.688,22,143,59,10,7,0
15,4008,1032,195.81,212.459,5,5,1604,1604,219.982,303.785,22,132,55,9,6,0
16,5448,1459,182.775,195.804,5,5,1473,1473,260.657,364.937,20,123,50,8,6,0
17,6992,2014,169.394,179.424,5,5,1257,1257,274.971,395.802,19,112,45,7,5,0
18,8106,2381,156.023,163.881,5,5,1244,1244,272.63,405.524,18,102,41,6,4,0
19,8912,2703,140.18,146.146,5,5,1007,1007,236.039,437.272,17,90,35,5,3,0
20,9104,2885,125.878,130.452,5,5,1121,1121,190.736,473.34,15,79,31,4,3,0
21,6916,2228,116.501,121.781,5,5,900,900,124.192,360.819,15,71,29,3,2,0
