depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay
0,1,0,13,19,13,19,13,19,0.0001566,0.0078532,0,13,6
1,2,1,6.5,19,13,19,13,19,0.0003255,0.0081647,0,13,6
2,2,0,13,38,13,13,13,19,0.0002924,0.0093609,0,13,6
3,4,0,13,76,13,13,13,19,0.0009557,0.0207936,0,13,6
4,8,0,12.5,146,11,11,13,16,0.0010462,0.0352385,0,12,5
5,16,0,12.125,278,9,9,15,15,0.00194,0.06934,0,12,5
6,32,0,11.9375,546,7,7,15,15,0.0037635,0.126118,0,11,5
7,64,0,11.9062,1088,7,7,15,15,0.005903,0.208933,0,11,5
8,128,0,11.4688,2092,5,5,15,15,0.0131038,0.473565,0,11,5
9,256,0,10.4688,3808,5,5,14,14,0.0246603,0.939555,0,10,5
10,482,0,8.99378,6133,5,5,13,13,0.0330436,1.65192,0,8,4
11,776,0,7.6366,8379,5,5,12,12,0.035454,2.07705,0,7,3
12,774,0,6.74935,7427,3,3,11,11,0.0261646,1.48333,0,6,2
13,392,0,6.34694,3536,3,3,11,11,0.0117988,0.697722,0,6,2
14,60,0,6.4,546,5,5,9,13,0.0026873,0.152912,0,6,2
15,100,26,4.64,659,5,5,9,9,0.0050984,0.318302,0,6,2
16,130,0,6.35385,1174,5,5,9,9,0.0091679,0.539853,0,6,2
17,198,50,4.94949,1396,5,5,9,9,0.0117653,0.664353,0,6,2
18,264,32,5.82576,2191,5,5,9,9,0.022465,1.22529,0,6,2
19,402,71,5.41542,3100,3,3,9,9,0.0260753,1.37644,0,6,2
20,570,52,5.62105,4547,3,3,9,9,0.0370494,1.98681,0,6,2
21,768,58,5.53125,6017,3,3,9,9,0.0473945,2.68061,0,5,2
22,958,75,5.381,7291,3,3,9,9,0.0558216,3.2019,0,5,2
23,1146,73,5.32373,8615,3,3,9,9,0.0663609,3.80494,0,5,2
24,1300,54,5.32,9751,3,3,9,9,0.071095,4.2643,0,5,2
25,1420,61,5.22746,10455,3,3,9,9,0.0753036,4.64883,0,5,2
26,1470,38,5.23401,10825,3,3,9,9,0.0775595,4.76392,0,5,2
27,1448,26,5.24309,10677,3,3,9,9,0.0756377,4.68469,0,5,2
28,1380,22,5.25362,10196,3,3,9,9,0.0697757,4.47556,0,5,2
29,1246,12,5.32905,9343,3,3,9,9,0.0642765,4.1518,0,5,2
30,1102,6,5.41198,8398,3,3,9,9,0.05678,3.67041,0,5,2
31,994,8,5.4829,7682,3,3,9,9,0.0538594,3.37952,0,5,2
32,862,6,5.55452,6754,3,3,9,9,0.0472315,2.96174,0,5,2
33,768,8,5.58854,6058,3,3,9,9,0.0428525,2.65438,0,5,2
34,670,6,5.64179,5338,3,3,9,9,0.0394619,2.37316,0,5,2
35,554,9,5.59386,4376,3,3,9,9,0.0309084,1.86385,0,5,2
36,474,15,5.41983,3624,3,3,9,9,0.0258553,1.6057,0,5,2
37,402,18,5.18905,2937,3,3,9,9,0.0241492,1.5331,0,5,2
38,354,25,4.77119,2369,3,3,9,9,0.0144064,0.970857,0,5,2
39,336,38,4.41667,2077,3,3,9,9,0.0136071,0.956065,0,4,1
40,344,53,4.31105,2079,3,3,9,9,0.0138075,0.940106,0,5,2
41,356,55,4.27247,2131,3,3,7,7,0.0130386,0.969963,0,5,2
42,368,60,4.14674,2135,3,3,7,7,0.0128251,0.96067,0,4,1
43,380,53,4.22895,2247,3,3,7,7,0.012946,0.985799,0,4,1
44,400,50,4.24,2369,3,3,7,7,0.0141506,1.07428,0,4,1
