depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay
0,1,0,97,122,97,122,97,122,0.00276,0.0445904,0,97,72
1,2,0,79.5,200,73,86,86,92,0.0031722,0.0324937,32,43,56
2,4,0,75.75,379,66,71,84,84,0.0057371,0.0720556,23,49,52
3,8,0,68.375,685,57,62,80,80,0.0096052,0.121318,21,44,46
4,16,0,60.25,1216,42,50,78,78,0.0117382,0.170122,18,38,39
5,32,0,50.125,2066,36,38,61,61,0.0173514,0.259296,16,30,32
6,64,0,43.9531,3701,32,32,59,59,0.0294938,0.419496,13,26,27
7,128,0,39.7344,6767,29,30,55,55,0.0509739,0.744355,11,24,24
8,256,0,35.6211,12289,20,25,55,55,0.0945956,1.36856,9,22,21
9,488,0,31.3033,20733,9,9,51,51,0.157876,2.26028,8,20,18
10,874,0,27.1613,32594,3,3,53,53,0.258047,4.06142,7,17,15
11,1396,0,23.967,46365,3,3,47,47,0.367463,5.97127,6,15,13
12,1940,0,20.8186,56152,3,3,38,38,0.407149,6.04301,5,13,11
13,2294,0,18.6295,59412,3,3,36,36,0.435462,6.64828,4,12,9
14,2996,0,16.6666,69086,3,3,32,32,0.490453,7.81491,3,11,8
15,2522,1,14.2236,49685,3,3,32,32,0.345166,5.69831,3,9,7
16,1434,3,11.6185,23106,3,3,37,37,0.157783,2.67327,2,8,5
17,1316,23,10.0046,18180,3,3,32,32,0.121611,2.16982,2,7,5
18,710,3,8.55775,8378,3,3,20,20,0.0554573,1.01503,2,6,4
19,588,9,7.58503,6130,3,3,20,20,0.0379488,0.727332,1,5,3
20,420,6,6.46667,3756,3,3,20,20,0.0221498,0.431283,1,4,2
21,314,3,5.72611,2509,3,3,17,17,0.0153255,0.311034,1,4,2
22,234,4,4.51709,1467,3,3,11,11,0.0080934,0.191878,0,3,1
23,222,11,3.71622,1132,3,3,7,7,0.0065238,0.162275,0,3,1
24,128,2,3.34375,579,3,3,7,7,0.0031667,0.0895901,0,3,1
25,56,2,3.25,246,3,3,7,7,0.0013216,0.0379814,0,3,1
26,24,1,3.70833,122,3,3,7,7,0.0006586,0.0190559,0,3,1
27,6,0,3.33333,27,3,3,5,5,0.0001499,0.0040988,0,3,1
28,2,0,4,11,3,4,5,5,5.98e-05,0.0016362,0,4,1
