depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay
0,1,0,19,26,19,26,19,26,0.0002534,0.0087294,0,19,11
1,2,1,9.5,26,19,26,19,26,0.0004508,0.0069043,0,19,11
2,2,0,17,47,15,19,19,21,0.0004483,0.0093551,0,17,9
3,4,0,16.25,90,15,15,19,21,0.0010623,0.021056,0,16,9
4,8,0,15.5,172,12,12,19,19,0.0020304,0.0390282,0,15,8
5,16,0,15.25,338,12,12,19,19,0.0038883,0.0750645,0,15,8
6,32,0,14.5,643,12,12,19,19,0.007325,0.145206,0,14,7
7,64,0,13.8281,1230,9,9,19,19,0.0129487,0.256635,0,13,7
8,128,0,13.3125,2370,7,7,17,17,0.0234594,0.472533,0,13,7
9,256,0,12.3281,4392,5,5,17,17,0.0419148,0.819102,1,11,6
10,204,0,11.902,3394,9,9,17,17,0.0280763,0.625804,1,10,6
11,154,0,9.8961,2149,7,7,17,17,0.0155303,0.365733,1,7,4
12,72,0,7.38889,754,5,5,10,10,0.0043825,0.102527,1,5,3
13,86,0,5.69767,689,3,3,10,10,0.0037094,0.093406,1,3,2
14,82,0,5.36585,616,3,3,8,8,0.0023105,0.060952,1,2,2
15,120,25,4.21667,708,3,3,8,8,0.0017886,0.0609638,1,1,2
16,158,42,3.86709,855,3,3,8,8,0.001937,0.0702379,1,1,2
17,202,13,4.66832,1317,3,3,8,8,0.0044459,0.129652,1,2,2
18,300,44,4.20667,1762,3,3,8,8,0.0053037,0.165181,1,1,1
19,414,75,3.99758,2310,3,3,8,8,0.0063198,0.208875,1,1,1
20,520,77,4.13846,3004,3,3,8,8,0.0087315,0.280942,1,1,1
21,704,134,3.93892,3872,3,3,8,8,0.0105699,0.352751,1,1,1
22,876,200,3.75,4588,3,3,8,8,0.0114637,0.406036,1,1,1
23,1088,210,3.93566,5983,3,3,8,8,0.0165785,0.546128,1,1,1
24,1420,317,3.79507,7531,3,3,8,8,0.0197445,0.669175,1,1,1
25,1806,398,3.78848,9558,3,3,8,8,0.0248225,0.845239,1,1,1
26,2290,473,3.76812,12034,3,3,8,8,0.0298927,1.04603,1,1,1
27,2778,519,3.74334,14468,3,3,8,8,0.0352941,1.26224,1,1,1
28,3110,479,3.75177,16186,3,3,8,8,0.0383093,1.37864,1,1,1
29,3310,405,3.76465,17239,3,3,7,7,0.0397918,1.45783,1,1,1
30,3434,304,3.82178,18121,3,3,7,7,0.0423208,1.53318,1,1,1
31,3500,214,3.87771,18715,3,3,7,7,0.0452788,1.60852,1,1,1
32,3510,157,3.90912,18905,3,3,7,7,0.0466487,1.61931,1,1,1
33,3498,119,3.92824,18922,3,3,7,7,0.0476779,1.64737,1,1,1
34,3492,84,3.95418,19008,3,3,7,7,0.0487405,1.65127,1,1,1
35,3482,68,3.96324,18993,3,3,7,7,0.0490126,1.65455,1,1,1
36,3478,56,3.9701,19001,3,3,7,7,0.0487668,1.6364,1,1,1
37,3456,47,3.97598,18907,3,3,7,7,0.0493314,1.6415,1,1,1
38,3432,42,3.97611,18774,3,3,7,7,0.0491282,1.63767,1,1,1
39,3420,33,3.9845,18747,3,3,7,7,0.0490637,1.64337,1,1,1
40,3412,29,3.98681,18713,3,3,7,7,0.0500286,1.62958,1,1,1
41,3416,27,3.98683,18734,3,3,7,7,0.0499286,1.62536,1,1,1
42,3412,22,3.99121,18732,3,3,7,7,0.0503083,1.62268,1,1,1
43,3388,19,3.99321,18609,3,3,7,7,0.0519526,1.66773,1,1,1
44,3354,18,3.99225,18417,3,3,7,7,0.0502215,1.61036,1,1,1
45,3274,16,3.99328,17982,3,3,7,7,0.0485035,1.575,1,1,1
46,3216,14,3.9944,17668,3,3,7,7,0.0472742,1.54057,1,1,1
47,3156,13,3.99461,17339,3,3,7,7,0.0461001,1.50054,1,1,1
48,3114,11,3.99647,17116,3,3,7,7,0.0458741,1.48276,1,1,1
49,3048,10,3.99738,16757,3,3,7,7,0.0445256,1.45406,1,1,1
50,2992,10,3.99666,16446,3,3,7,7,0.0452982,1.44402,1,1,1
51,2768,9,3.99747,15218,3,3,7,7,0.0403808,1.34653,1,1,1
52,2542,8,3.99843,13979,3,3,7,7,0.0366112,1.21913,1,1,1
53,2272,8,3.99736,12491,3,3,7,7,0.0329425,1.111,1,1,1
54,2068,7,3.99855,11373,3,3,7,7,0.0295744,0.995378,1,1,1
55,1876,7,3.99733,10314,3,3,7,7,0.0266281,0.914306,1,1,1
56,1624,6,3.99877,8932,3,3,7,7,0.0226575,0.786125,1,1,1
57,1444,6,4,7945,3,3,7,7,0.0208029,0.712503,1,1,1
58,1276,7,3.99765,7017,3,3,7,7,0.0179239,0.617871,1,1,1
59,1102,7,3.99909,6063,3,3,7,7,0.0155359,0.543954,1,1,1
60,960,8,3.9875,5266,3,3,5,7,0.0139484,0.475848,1,1,1
61,848,11,3.97524,4638,3,3,5,7,0.0117006,0.415529,1,1,1
62,696,9,3.98132,3813,3,3,5,7,0.0097223,0.340942,1,1,1
63,602,10,3.96678,3286,3,3,5,7,0.0082705,0.292253,1,1,1
64,526,9,3.96768,2872,3,3,5,7,0.007271,0.261736,1,1,1
65,438,9,3.95205,2382,3,3,5,7,0.0056483,0.206366,1,1,1
66,348,8,3.94828,1891,3,3,5,7,0.0047219,0.169489,1,1,1
67,304,7,3.93092,1644,3,3,5,7,0.0040206,0.145056,1,1,1
68,260,7,3.89615,1393,3,3,5,7,0.0033334,0.120559,1,1,1
69,214,5,3.92056,1154,3,3,5,7,0.0026789,0.0994345,1,1,1
70,184,3,3.94022,997,3,3,5,7,0.002401,0.0892955,1,1,1
