depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay,avgIntegerVtx
0,1,0,365,413,365,413,365,413,0.0144721,0.139806,0,365,338,290,290,0
1,2,0,312.5,353,294,294,331,372,0.0181877,0.132314,149,176,278,238,134,0
2,4,0,279.25,316.5,249,249,304,343,0.0174114,0.180335,121,165,242,205,123,0
3,8,0,253.625,289.125,230,230,274,309,0.0286715,0.317056,108,143,217,182,105,0
4,16,0,230.312,265.188,194,194,251,280,0.0500557,0.563018,98,128,194,159,90,0
5,32,0,209.156,242.375,143,143,235,272,0.0850243,0.999162,88,114,174,141,77,0
6,64,0,187.406,218.188,121,121,221,259,0.14849,1.76819,79,102,154,123,68,0
7,128,0,170.117,199.18,110,110,203,218,0.259367,3.19942,70,94,139,109,61,0
8,256,0,154.633,182.156,98,98,186,189,0.458927,5.75151,63,85,125,97,54,0
9,512,0,141.781,167.877,89,89,171,171,0.823834,10.6123,56,79,113,87,49,0
10,1024,0,128.765,153.422,76,76,164,164,1.47187,21.3789,50,72,101,77,44,0
11,2040,0,116.717,139.799,61,68,153,153,2.64566,38.9259,45,66,91,68,39,0
12,3958,0,106.311,128.095,35,42,145,145,4.60035,62.1536,40,61,82,60,35,0
13,7504,0,97.2889,117.711,30,34,137,137,7.96479,108.878,35,56,74,53,32,0
14,13150,0,88.5637,107.702,21,21,137,137,12.8101,177.733,31,52,66,47,29,0
15,21364,0,79.091,96.8932,13,13,126,126,21.8763,273.611,28,47,58,40,25,0
16,32854,0,69.8589,86.3481,3,3,124,124,33.3623,391.184,24,42,50,34,22,0
17,46590,0,62.4247,77.4085,3,3,121,121,44.2342,529.554,20,39,44,29,19,0
18,61388,0,57.1391,71.0556,3,3,118,118,54.8883,712.321,17,36,40,26,18,0
19,70522,0,50.5846,62.9489,3,3,112,112,58.9828,1019.63,15,33,35,23,15,0
20,11787,0,40.113,50.068,3,3,112,112,8.01908,223.24,11,27,27,17,12,0
