depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay
0,1,0,1025,1239,1025,1239,1025,1239,0.774723,1.04761,0,1025,390
1,2,0,1035,2483,1005,1065,1065,1288,1.17559,1.47321,211,450,389
2,4,0,999.25,4806,743,743,1498,1888,3.368,4.46475,0,999,376
3,8,0,1139.38,10827,387,387,2137,2587,9.12146,10.8617,125,710,457
4,16,0,1084.88,20710,212,212,2288,2288,15.9702,18.7605,173,563,444
5,32,1,1076.47,39996,61,61,2627,2627,38.293,44.5575,165,647,458
6,62,2,948.258,67632,110,110,2809,2809,54.3371,64.0743,163,532,392
7,120,5,845.35,114825,37,37,2867,2867,101.709,120.219,125,538,346
8,230,13,691.43,178033,15,15,2664,2664,149.886,178.232,111,445,279
9,434,42,572.836,275486,11,11,2784,2784,219.467,262.393,87,401,234
10,784,102,466.929,402320,5,5,2359,2359,291.811,352.939,75,337,191
11,1360,215,383.133,569041,5,5,2332,2332,381.122,467.982,61,292,156
12,2284,421,307.488,761502,5,5,2164,2164,781.412,980.474,50,242,124
13,1618,229,334.151,596264,5,5,1961,1961,872.773,1084.34,53,248,129
