depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay,avgIntegerVtx
0,1,0,718,288,718,288,718,288,0.324183,0.514942,0,718,95,230,230,72
1,2,0,438.5,189.5,278,238,599,278,0.276713,0.477228,0,438,58,139,139,49
2,4,0,232,130.25,87,87,388,388,0.21663,0.427182,0,232,34,36,36,33
3,8,0,155.375,94.125,57,57,383,383,0.249998,0.522337,0,155,22,19,19,21
4,16,0,95,67.4375,21,21,295,295,0.248062,0.581758,0,95,14,8,8,14
5,32,0,56,44.5,11,11,202,202,0.194372,0.572895,0,56,9,3,3,9
6,64,0,32.4062,28.2031,5,5,150,150,0.171212,0.604851,0,32,5,1,1,5
7,110,0,20.1636,19.0818,5,5,89,89,0.121161,0.576818,0,20,3,0,0,3
8,146,0,15.2466,14.8356,5,5,99,99,0.0933173,0.537812,0,15,2,0,0,2
9,146,0,12.9521,13.0753,5,5,93,93,0.0578508,0.427262,0,12,2,0,0,2
10,132,0,11.3333,11.6288,5,5,86,86,0.0395973,0.328311,0,11,2,0,0,2
11,106,0,9.39623,10,5,5,47,47,0.0191541,0.208457,0,9,1,0,0,1
12,70,0,8.85714,9.3,5,5,27,27,0.0084175,0.123746,0,8,1,0,0,1
13,34,0,7.11765,7.94118,5,5,17,17,0.0019234,0.0466753,0,7,1,0,0,1
14,8,0,8,9,5,5,11,12,0.0004014,0.0119693,0,8,1,0,0,1
15,4,0,5,6,5,5,5,6,0,0.0034376,0,5,1,0,0,1
