depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay,avgIntegerVtx
0,1,0,318,360,318,360,318,360,0.0114635,0.116836,0,318,281,239,239,0
1,2,0,284,321,283,283,285,319,0.0167393,0.194615,0,284,248,211,211,0
2,4,0,254.5,287.25,249,254,259,278,0.01745,0.279301,0,254,219,186,186,0
3,8,0,234.75,268,223,223,245,264,0.031354,0.518512,0,234,201,168,168,0
4,16,0,209.375,241.438,193,193,223,248,0.0535357,0.915639,0,209,177,144,144,0
5,32,0,185.781,215.469,161,161,207,233,0.0916311,1.60399,0,185,153,124,124,0
6,64,0,165.172,193.281,124,124,182,207,0.157346,2.8423,0,165,134,106,106,0
7,128,0,146.984,173.719,92,92,166,178,0.268592,4.96722,0,146,118,91,91,0
8,256,0,130.305,155.363,69,69,161,161,0.467149,8.60909,0,130,103,78,78,0
9,512,0,115.953,139.516,62,62,146,146,0.816666,15.2185,0,115,90,66,66,0
10,1024,0,101.768,123.922,58,58,132,132,1.4126,26.404,0,101,77,55,55,0
11,2032,0,89.8155,110.714,48,48,118,118,2.43215,45.8569,0,89,66,45,45,0
12,3998,0,78.9192,98.5618,44,44,108,108,4.13577,78.4299,0,78,57,37,37,0
13,7560,0,69.7422,88.2483,36,36,108,108,6.90665,129.255,0,69,49,30,30,0
14,13542,0,61.764,79.1678,32,32,111,111,10.8455,203.627,0,61,42,24,24,0
15,22074,0,54.9925,71.3373,14,18,112,112,15.5257,293.902,0,54,36,20,20,0
16,34676,0,49.0216,64.2763,3,4,112,112,21.3728,409.396,0,49,31,16,16,0
17,51092,0,43.7771,57.9408,3,3,112,112,27.5483,536.106,0,43,27,13,13,0
18,68050,0,39.4294,52.5474,3,3,110,110,32.3939,639.19,0,39,24,10,10,0
19,79784,0,36.1001,48.3653,3,3,111,111,34.0645,649.464,0,36,21,9,9,0
20,72678,0,33.0745,44.4584,3,3,110,110,27.5489,539.247,0,33,19,8,8,0
