depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay,avgIntegerVtx
0,1,0,22,26,22,26,22,26,0.0005825,0.0106814,0,22,5,0,0,0
1,2,1,22,26,22,26,22,26,0.0004259,0.004719,0,22,5,0,0,0
2,2,0,18.5,21.5,13,16,24,24,0.0007828,0.0088502,0,18,4,0,0,0
3,4,0,16.5,19,9,11,24,24,0.0017101,0.0180212,0,16,3,0,0,0
4,8,0,13.75,15.875,9,9,24,24,0.0021574,0.0281226,0,13,2,0,0,1
5,16,0,10.375,12.375,5,5,22,22,0.0019535,0.0393447,0,10,2,0,0,2
6,20,0,11.7,13.95,5,5,22,22,0.003333,0.055553,0,11,2,0,0,2
7,24,2,11.7273,13.9545,9,9,22,22,0.0037197,0.0641647,0,11,2,0,0,2
8,36,4,11.1875,13.2812,5,5,22,22,0.0041437,0.0835366,0,11,2,0,0,2
9,52,2,10.56,12.48,5,5,22,22,0.0056514,0.116644,0,10,2,0,0,2
10,80,3,10.1429,11.9091,5,5,22,22,0.0074604,0.167279,0,10,2,0,0,2
11,108,7,9.39604,10.9901,5,5,15,15,0.0081523,0.203681,0,9,1,0,0,1
12,154,10,9.05556,10.5694,5,5,15,15,0.0109107,0.284177,0,9,1,0,0,1
13,174,20,8.85714,10.3636,5,5,15,15,0.010368,0.271895,0,8,1,0,0,1
14,188,11,9.40678,10.9661,5,5,13,13,0.01434,0.340306,0,9,1,0,0,1
15,208,6,9.09901,10.5594,5,5,13,13,0.0143702,0.375478,0,9,1,0,0,1
16,186,7,9.03352,10.4804,5,5,11,11,0.0126813,0.330509,0,9,1,0,0,1
17,164,5,8.35849,9.73585,5,5,11,11,0.0092256,0.270718,0,8,1,0,0,1
18,134,2,8.45455,9.84091,5,5,11,11,0.0079209,0.231301,0,8,1,0,0,1
19,118,0,8.11864,9.44068,5,5,11,11,0.0064365,0.202323,0,8,1,0,0,1
20,98,0,7.61224,8.83673,5,5,11,11,0.0043761,0.155057,0,7,1,0,0,1
21,62,0,7.83871,9.16129,5,5,11,11,0.0031496,0.103631,0,7,1,0,0,1
22,40,0,7.35,8.675,5,5,11,11,0.0015959,0.06229,0,7,1,0,0,1
23,28,0,6.64286,8,5,5,11,11,0.0007864,0.0384755,0,6,1,0,0,1
24,12,0,6.16667,7.33333,5,5,11,11,0.0002323,0.0149697,0,6,1,0,0,1
25,4,0,7.5,8.75,5,5,11,11,0.000177,0.0068911,0,7,1,0,0,1
26,2,0,5,6,5,5,5,6,0,0.0017146,0,5,1,0,0,1
