depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay
0,1,0,7,10,7,10,7,10,8.56e-05,0.0078907,0,7,3,0,0
1,2,1,7,10,7,10,7,10,0.0001233,0.0030796,0,7,3,0,0
2,2,0,5,7,3,4,7,7,0.0001829,0.0038793,0,5,2,0,0
3,4,0,5,7,3,3,7,7,0.0002814,0.0066326,0,5,2,0,0
4,8,0,5,7,3,3,7,7,0.0004163,0.0093185,0,5,2,0,0
5,16,0,5,7,3,3,7,7,0.0013657,0.0260542,0,5,2,0,0
6,32,0,5,7,3,3,7,7,0.0020551,0.0431307,0,5,2,0,0
7,64,0,5,7,3,3,7,7,0.0046172,0.0930641,0,5,2,0,0
8,128,0,4.5,6.25,3,3,7,7,0.009466,0.191722,0,4,1,0,0
9,156,0,3.94872,5.42308,3,3,7,7,0.0071387,0.16507,0,3,1,0,0
10,14,0,5,7,5,5,5,7,0.0005378,0.015109,1,2,2,0,0
11,14,7,5,7,5,5,5,7,0,0.0025931,2,0,2,0,0
12,14,0,5,7,5,5,5,7,0.0002696,0.0101793,1,1,2,0,0
13,16,0,4.875,6.8125,3,3,5,7,0.0002477,0.0090615,1,1,1,0,0
14,18,0,4.66667,6.5,3,3,5,7,0.0002909,0.0111572,1,1,1,0,0
15,16,0,4.5,6.25,3,3,5,7,0.0002201,0.0083241,1,1,1,0,0
16,16,0,4.625,6.4375,3,3,5,7,0.0002342,0.0084694,1,1,1,0,0
17,16,0,4.5,6.25,3,3,5,7,0.0002815,0.0099747,1,1,1,0,0
18,14,0,4.14286,5.71429,3,3,5,5,0.0002165,0.0072008,1,1,1,0,0
19,6,0,4,5.5,3,3,5,7,8.01e-05,0.0028817,1,1,1,0,0
20,4,0,4,5.5,3,3,5,5,5.27e-05,0.0019411,1,1,1,0,0
