depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay
0,1,0,213,97,213,97,213,97,0.052888,0.113614,0,213,25,48,48
1,2,0,97.5,58.5,64,64,131,74,0.0649109,0.096068,11,66,14,12,12
2,4,1,58,42,37,37,73,64,0.0152291,0.0265223,8,19,8,1,0
3,6,2,43.75,34.25,35,33,64,64,0.00533,0.013503,6,10,6,0,0
4,8,2,32.1667,27,9,9,64,64,0.0061221,0.0174711,4,9,5,0,0
5,12,4,22,21.25,9,9,39,39,0.0032913,0.0119195,4,5,3,0,0
6,16,4,16.1667,16.5833,9,9,25,25,0.0033276,0.0169963,3,5,2,0,0
7,24,9,12.7333,13.4667,5,5,25,25,0.0010152,0.0094651,2,2,2,0,0
8,28,8,9.9,11.15,5,5,11,12,0.0020816,0.0151904,1,2,1,0,0
9,36,16,9.9,11.15,5,5,11,12,0.0005725,0.0083217,2,0,1,0,0
10,36,8,6.64286,7.67857,5,5,11,11,0.0008232,0.0116438,2,1,1,0,0
11,16,0,5,6,5,5,5,6,0.0006693,0.0075658,2,2,1,0,0
