depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay
0,1,0,19,25,19,25,19,25,0.0004109,0.0213267,0,19,11
1,2,0,16,21,11,15,21,21,0.000614,0.0150134,0,16,9
2,4,0,15.75,21,7,7,26,26,0.0009659,0.0244636,0,15,9
3,8,2,16.3333,21.8333,7,7,24,24,0.0015341,0.0405138,0,16,9
4,12,2,15.2,20.4,7,7,23,23,0.0021807,0.0562279,0,15,8
5,20,3,13.6471,18.2353,7,7,23,23,0.0039464,0.088358,0,13,7
6,34,9,11.76,16,5,5,24,24,0.0034127,0.0978942,0,11,6
7,50,11,12.5128,16.9231,5,5,26,26,0.0048928,0.136403,0,12,6
8,72,21,11.9216,16.1373,5,5,34,34,0.0057229,0.158953,0,11,6
9,92,25,10.4776,14.2388,3,3,42,42,0.0067106,0.195198,0,10,5
10,112,35,10.2338,14,3,3,28,28,0.0074179,0.211918,0,10,4
11,108,33,9.53333,13.1067,3,3,23,23,0.0059649,0.18334,0,9,4
12,96,29,8.70149,11.9701,3,3,25,25,0.0045258,0.153791,0,8,4
13,90,31,7.23729,10.0169,3,3,19,19,0.0030166,0.111086,0,7,3
14,70,26,5.79545,7.86364,3,3,12,12,0.0014774,0.0659321,0,5,2
15,42,18,6.04167,8.25,3,3,15,15,0.0008989,0.0390115,0,6,2
16,24,11,6.15385,8.53846,3,3,10,10,0.0004758,0.0203688,0,6,2
17,20,8,4.33333,5.91667,3,3,7,7,0.0001926,0.0136893,0,4,1
18,6,3,4.33333,6,3,4,5,5,6.16e-05,0.0035892,0,4,1
19,4,2,3,4,3,3,3,4,0,0.001441,0,3,1
