depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay
0,1,0,8337,2125,8337,2125,8337,2125,18.5196,21.5765,0,8337,1230
1,2,0,5129.5,3029,5108,1410,5151,5151,42.6314,45.8713,301,4208,734
2,4,0,3735.75,5102,3259,1009,4172,4172,43.0476,48.5724,265,2786,575
3,8,0,2453.12,8666,1183,513,3454,3454,44.2292,55.2493,235,1758,455
4,16,0,1654.56,13664,639,445,2995,2995,30.7521,48.3315,220,915,341
5,32,2,1203.19,23150,426,309,2681,2681,46.3041,78.0499,181,729,307
6,60,18,817.75,31762,258,258,2969,2969,40.5678,68.0929,213,451,301
7,84,21,754.321,44400,258,258,2905,2905,51.3775,91.1844,201,410,279
8,126,30,659.603,61555,258,258,2685,2685,56.7124,99.0799,175,372,248
9,192,68,511.146,74856,195,195,2434,2434,38.8416,72.5584,192,200,229
10,248,91,457.605,87985,189,189,2140,2140,39.6438,80.4479,181,170,210
11,314,118,413.666,103165,189,189,1972,1972,40.9151,80.0427,168,147,195
12,392,156,364.237,114494,134,134,1873,1873,27.0105,58.4806,162,96,177
13,472,188,332.532,127063,108,108,1691,1691,29.3512,60.1171,147,87,161
14,568,162,337.313,157160,97,97,1505,1505,62.9578,122.392,112,143,134
15,806,273,278.577,186690,97,97,1346,1346,59.9709,116.071,101,109,118
16,1058,390,240.804,213411,90,90,1230,1230,53.796,104.964,93,83,105
17,1332,510,214.358,238949,71,71,1126,1126,46.0957,93.1322,85,64,93
18,1626,610,191.943,262284,46,46,1021,1021,42.8507,88.8013,74,54,81
19,2022,757,169.683,289771,34,34,875,875,39.6262,91.4647,65,46,70
20,2476,793,157.849,330794,31,31,777,777,77.3168,135.606,52,63,58
21,3302,1096,134.777,379224,31,31,690,690,68.6061,142.778,43,50,49
22,4190,1415,116.191,417056,31,31,605,605,66.202,141.036,37,42,41
23,5340,2024,97.7865,446738,31,31,569,569,51.4203,123.283,33,31,36
24,6544,2542,85.246,479100,21,21,483,483,37.6466,103.707,29,22,31
25,7834,3141,75.1968,505278,11,11,433,433,33.7077,100.64,26,18,27
26,9172,2676,71.7538,564471,11,11,363,363,61.1437,191.253,19,27,21
27,11946,4179,58.2276,597130,11,11,309,309,60.084,193.745,17,22,18
28,14612,5000,50.3845,634577,5,5,267,267,54.6512,211.073,14,18,15
29,18180,7356,41.3228,646252,11,11,220,220,34.3294,184.653,12,11,13
30,20564,8165,36.3524,652914,5,5,182,182,22.6203,201.778,11,8,11
31,22950,9342,32.059,647878,5,5,160,160,12.9788,185.241,10,6,10
32,14916,5099,21.9506,312533,5,5,91,91,8.18103,140.172,6,7,6
