depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay,avgIntegerVtx
0,1,0,777,930,777,930,777,930,0.0956676,0.359179,0,777,482,308,308,0
1,2,0,809.5,940.5,707,707,912,1065,0.160738,0.469113,135,513,489,340,224,0
2,4,0,882,1037.5,640,640,1031,1236,0.341146,0.991523,152,532,534,359,203,0
3,8,0,896.5,1046.5,433,433,1368,1615,0.735103,2.07397,160,554,557,385,242,0
4,16,0,943.75,1089.56,358,358,1548,1783,1.6492,4.55003,169,600,590,422,264,0
5,32,1,927.71,1066.32,192,192,1792,1792,3.18956,8.53279,180,576,572,410,257,0
6,62,1,865.934,1000.02,23,23,1882,1923,5.96797,16.0574,166,555,534,379,242,0
7,122,4,761.881,881.381,4,4,2086,2154,10.1112,27.6681,143,500,468,331,215,0
8,236,27,720.545,830.211,4,4,2334,2334,16.7589,46.2045,139,468,440,313,204,0
9,416,45,663.164,764.739,11,11,2443,2443,27.3786,77.2102,127,440,404,287,192,0
10,742,96,602.557,695.926,4,4,2339,2339,42.8591,122.525,113,410,365,257,178,0
11,1278,158,545.842,630.626,6,6,2490,2490,67.8232,195.893,95,384,328,229,164,0
12,2222,329,490.166,566.885,4,4,2714,2714,99.8819,289.156,86,347,291,201,145,0
13,3734,622,437.527,506.487,4,4,2581,2581,151.351,425.744,76,315,256,175,129,0
14,6088,1130,393.386,455.786,4,4,2426,2426,217.205,610.86,69,283,227,153,112,0
15,9602,1916,359.295,416.908,4,4,2283,2283,306.384,864.647,60,262,204,136,102,0
16,9556,1715,361.185,419.526,4,4,2356,2356,315.194,886.2,61,262,206,137,102,0
