depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay
0,1,0,129,178,129,178,129,178,0.0066786,0.0450642,0,129,61
1,2,0,109,299,98,98,120,166,0.0106729,0.0450802,25,66,49
2,4,0,79,437,73,73,85,128,0.0122661,0.0531218,20,45,33
3,8,0,59.5,646,48,48,79,79,0.0188573,0.082706,13,38,23
4,16,0,47.75,1033,37,39,63,63,0.0237618,0.125588,9,30,17
5,32,0,40.6875,1765,11,13,53,53,0.0370176,0.203871,8,27,14
6,64,0,34.3438,2949,4,5,48,48,0.0627152,0.354647,5,24,12
7,126,0,29.2857,4978,4,4,49,49,0.0945641,0.564989,5,20,10
8,208,0,25.5288,7089,4,4,45,45,0.134669,0.830406,3,19,8
9,162,0,19.4198,4188,4,4,45,45,0.0764949,0.474548,3,14,6
10,116,0,19.8103,3044,4,4,45,45,0.060464,0.395793,2,16,6
11,76,0,14.8421,1435,4,4,29,29,0.0201031,0.150921,2,10,4
12,60,0,11.1,842,4,4,25,25,0.0104674,0.0884792,1,7,3
13,60,0,9.86667,750,4,4,25,25,0.0087593,0.0868871,1,7,2
14,44,2,7.84091,432,4,4,18,18,0.0048636,0.0526882,1,6,2
15,32,1,7.125,287,4,4,22,22,0.0033511,0.0363623,2,6,2
16,24,1,7.16667,220,4,4,16,16,0.0022627,0.0239506,2,6,2
17,18,1,5.11111,115,4,4,8,8,0.0013892,0.0139672,1,4,1
18,8,2,3,30,4,4,4,5,0.000244,0.0041405,0,3,1
19,2,0,4,10,4,4,4,5,7.45e-05,0.0014202,0,4,1
