depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay
0,1,0,368,513,368,513,368,513,0.0292993,0.117502,0,368,205,64,64
1,2,0,316.5,427,311,322,322,418,0.0513694,0.14361,84,198,163,49,35
2,4,0,295.25,397.75,284,285,326,376,0.0666172,0.202505,72,175,151,46,29
3,8,0,247.25,337.125,213,213,288,344,0.0947585,0.302939,66,143,124,33,20
4,16,0,213.562,289.188,184,184,273,273,0.165261,0.530336,54,124,104,26,17
5,32,0,181.688,247.438,140,140,239,239,0.255244,0.871347,44,106,85,18,12
6,60,0,156.133,212.617,110,118,227,227,0.376602,1.36804,36,93,70,12,8
7,116,0,136.198,185.543,85,97,207,207,0.592783,2.26551,29,82,59,9,6
8,176,0,115.693,157.517,44,44,175,175,0.738369,2.90411,24,70,49,6,4
9,258,0,97.3101,131.721,4,5,168,168,0.85359,3.55044,19,60,40,4,3
10,356,0,83.4213,112.416,4,4,157,157,0.979769,4.22342,15,53,33,3,2
11,444,0,71.8086,96.3401,4,4,160,160,1.03175,4.60998,12,47,27,2,1
12,540,0,62.9148,84.237,4,4,148,148,1.08262,5.02395,9,42,23,1,1
13,618,0,53.9256,71.8851,4,4,126,126,1.02135,4.99995,7,37,19,1,0
14,646,0,46.3282,61.1161,4,4,107,107,0.876344,4.48038,6,32,16,0,0
15,652,0,40.8742,53.3896,4,4,100,100,0.758363,3.96016,5,28,14,0,0
16,636,0,35.6981,46.6604,4,4,99,99,0.613521,3.34609,4,25,12,0,0
17,584,0,32.726,42.4195,4,4,102,102,0.521332,2.87073,4,23,11,0,0
18,508,0,25.624,32.813,4,4,80,80,0.306065,1.8016,3,17,8,0,0
19,424,2,20.1445,25.6422,4,4,62,62,0.178224,1.16697,2,13,6,0,0
20,358,6,16.6705,21.3722,4,4,49,49,0.104798,0.730118,2,10,5,0,0
21,306,5,14.9435,19.2093,4,4,38,38,0.0763759,0.547843,2,9,4,0,0
22,276,10,12.5301,16.0677,4,4,29,29,0.0472945,0.37964,2,7,3,0,0
23,226,11,10.4512,13.493,4,4,20,20,0.0301101,0.248471,2,5,3,0,0
24,184,1,7.88525,10.0546,4,4,28,28,0.0185147,0.169155,2,4,2,0,0
25,126,1,7.592,9.688,4,4,31,31,0.0127486,0.132529,1,5,2,0,0
26,80,0,5.425,6.8,4,4,28,28,0.0063876,0.0662084,1,4,1,0,0
27,56,0,8.17857,10.1071,4,4,13,13,0.0073869,0.0821304,0,7,2,0,0
28,34,0,5.91176,7.41176,4,4,8,8,0.0017367,0.0229645,1,3,1,0,0
29,28,1,4,5,4,4,4,5,0.0009606,0.0170531,1,3,1,0,0
30,24,12,4,5,4,4,4,5,0.0004396,0.0116705,0,4,1,0,0
