depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay
0,1,0,9,13,9,13,9,13,7.39e-05,0.0040927,0,9,4,0,0
1,2,1,9,13,9,13,9,13,0.0001102,0.0024803,0,9,4,0,0
2,2,0,10.5,15,9,12,12,13,0.0002678,0.0062572,0,10,5,0,0
3,4,0,9.75,14,9,9,12,13,0.0004243,0.0097176,0,9,4,0,0
4,8,0,9.125,13,7,7,13,13,0.0011161,0.0237615,0,9,4,0,0
5,16,0,8.5,12,7,7,13,13,0.0019415,0.0387098,0,8,4,0,0
6,32,0,7.5,10.5312,5,5,13,13,0.0035631,0.0642147,0,7,3,0,0
7,26,0,6.15385,8.73077,3,3,9,9,0.0020774,0.0354255,0,5,2,0,0
8,18,0,5,7,3,3,9,9,0.0008709,0.020122,0,4,2,0,0
9,8,0,5,7,5,5,5,7,0.000384,0.0091009,1,2,2,0,0
10,12,4,5,7,5,5,5,7,9.67e-05,0.0038252,1,1,2,0,0
11,16,3,5,7,5,5,5,7,0.0004029,0.0094144,1,1,2,0,0
12,22,7,5,7,5,5,5,7,0.0001941,0.0076395,1,1,2,0,0
13,30,7,5,7,5,5,5,7,0.0005183,0.0142232,1,1,2,0,0
14,40,5,5,7,5,5,5,7,0.0006534,0.0206048,1,1,2,0,0
15,40,3,5,7,5,5,5,7,0.0006715,0.0194573,1,1,2,0,0
16,34,0,5,7,5,5,5,7,0.0004984,0.0165476,1,1,2,0,0
17,36,0,3.83333,5.25,3,3,5,7,0.0004451,0.0143393,1,1,1,0,0
18,24,0,3.08333,4.125,3,3,5,5,0.0003077,0.0091648,2,1,1,0,0
19,2,0,3,4,3,3,3,4,2.2e-05,0.00069,2,1,1,0,0
