depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay,avgIntegerVtx
0,1,0,1254,1627,1254,1627,1254,1627,0.221947,0.565532,0,1254,843,475,475,0
1,2,0,1033,1356,1024,1042,1042,1326,0.248733,0.732008,0,1033,655,330,330,0
2,4,0,903.75,1195.5,859,859,994,1164,0.385203,1.19746,0,903,553,258,258,0
3,8,0,796.125,1062.38,757,757,889,1069,0.602489,2.00836,0,796,474,206,206,0
4,16,0,707,948.625,618,629,813,823,0.986658,3.43838,0,707,412,169,169,0
5,32,0,618.625,836.438,528,528,693,743,1.6088,5.89536,0,618,352,133,133,0
6,64,0,532.234,725.516,396,459,639,639,2.52763,9.78514,0,532,293,99,99,0
7,128,0,465.688,635.195,302,328,583,583,4.11959,16.7444,0,465,250,79,79,0
8,256,0,403.566,552.219,250,265,511,511,6.57292,28.3082,0,403,211,62,62,0
9,512,0,353.236,482.623,194,220,465,465,10.7836,48.4747,0,353,180,49,49,0
10,1024,0,308.73,423.025,160,179,455,455,17.7234,83.1566,0,308,154,38,38,0
11,2046,0,265.723,362.213,122,122,415,415,28.4878,141.056,0,265,128,30,30,0
12,4010,0,231.552,314.029,51,61,381,381,46.7464,237.374,0,231,109,24,24,0
13,7670,0,205.423,277.626,14,17,379,379,78.0389,399.642,0,205,95,20,20,0
14,13960,0,179.363,241.396,4,5,368,368,120.594,631.031,0,179,81,16,16,0
15,23588,0,158.329,212.602,4,4,363,363,193.514,984.581,0,158,70,13,13,0
16,27806,0,141.308,188.999,4,4,338,338,182.952,986.779,0,141,62,11,11,0
