depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay
0,1,0,13,17,13,17,13,17,0.0003345,0.0095202,0,13,4,0,0
1,2,1,13,17,13,17,13,17,0.0003902,0.0036293,0,13,4,0,0
2,2,0,13,17,13,13,13,17,0.0006514,0.006922,0,13,4,0,0
3,4,0,13,17,13,13,13,17,0.0019277,0.0157898,0,13,4,0,0
4,8,0,12.5,16.5,10,10,15,15,0.0034294,0.0307433,0,12,4,0,0
5,16,0,11,14.5,7,7,15,15,0.0060034,0.0542092,0,10,3,0,0
6,32,0,8.875,11.5,7,7,13,13,0.0062316,0.0680304,1,8,2,0,0
7,26,0,7.80769,10.0769,4,4,13,13,0.0040934,0.0419787,1,6,2,0,0
8,24,0,8.75,11.3333,7,7,13,13,0.0014898,0.022358,1,3,2,0,0
9,32,3,8.96552,11.6207,4,4,13,13,0.0015811,0.0246424,1,2,2,0,0
10,36,3,8.45455,10.9394,4,4,13,13,0.0014037,0.0239469,1,2,2,0,0
11,40,1,7.23077,9.30769,4,4,13,13,0.0016077,0.0264507,2,2,2,0,0
12,38,2,6.5,8.33333,4,4,13,13,0.0012686,0.0214512,2,2,1,0,0
13,40,3,6.27027,8.02703,4,4,10,10,0.0011784,0.0211181,1,2,1,0,0
14,40,4,6,7.66667,4,4,10,10,0.0010369,0.0191658,2,2,1,0,0
15,28,1,6.33333,8.11111,4,4,10,10,0.0010495,0.0166092,1,2,1,0,0
16,24,4,5.8,7.4,4,4,7,9,0.0005565,0.0101575,2,1,1,0,0
17,18,4,6.78571,8.71429,4,5,7,7,0.0004951,0.0082639,1,1,1,0,0
18,18,2,7,9,7,7,7,9,0.0005314,0.0100695,1,1,2,0,0
19,22,1,6.28571,8.04762,4,4,7,7,0.0006094,0.0116628,1,2,1,0,0
20,20,3,5.76471,7.35294,4,4,7,7,0.0003163,0.0074654,2,1,1,0,0
21,16,2,6.57143,8.42857,4,4,7,9,0.0002806,0.0068708,2,1,1,0,0
22,18,0,5.83333,7.44444,4,4,7,9,0.0004048,0.0087634,2,2,1,0,0
23,14,0,6.57143,8.42857,4,4,7,9,0.0003478,0.0080612,2,2,1,0,0
24,18,0,5.5,7,4,4,7,9,0.0004433,0.0089805,2,2,1,0,0
25,12,0,5.25,6.66667,4,4,7,7,0.0002605,0.0054776,2,2,1,0,0
26,8,0,4.75,6,4,4,7,7,0.0001582,0.0034381,2,2,1,0,0
27,2,0,5.5,7,4,4,7,9,4.32e-05,0.0009584,2,2,1,0,0
28,2,0,5.5,7,4,4,7,9,4.26e-05,0.000959,2,2,1,0,0
29,2,0,5.5,7,4,4,7,9,4.31e-05,0.0009434,2,2,1,0,0
30,2,0,5.5,7,4,4,7,9,4.15e-05,0.0009303,2,2,1,0,0
31,2,0,4,5,4,4,4,5,3.66e-05,0.0007999,2,2,1,0,0
