depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay
0,1,0,243,285,243,285,243,285,0.0437576,0.0981979,0,243,65
1,2,0,202,505,176,221,228,228,0.105538,0.161623,25,132,59
2,4,0,170,821,129,150,204,204,0.13392,0.212511,23,107,46
3,8,0,146.5,1434,86,86,195,195,0.22245,0.370374,17,97,39
4,16,0,125.625,2491,60,52,192,192,0.319436,0.567835,14,85,34
5,32,0,97.75,3845,5,6,161,161,0.437062,0.794134,14,62,25
6,62,0,77.0806,5879,5,5,160,160,0.608126,1.17086,10,51,19
7,106,0,57.8113,7365,5,5,124,124,0.58981,1.25527,7,37,13
8,146,0,49.0822,8399,5,5,101,101,0.563879,1.39906,5,34,11
9,178,0,39.8764,8192,5,5,90,90,0.502415,1.36404,3,29,8
10,188,4,30.5691,6613,5,5,70,70,0.372027,1.08765,2,23,6
11,142,5,20.5845,3439,5,5,59,59,0.146529,0.515712,2,15,4
12,110,4,17.0091,2201,5,5,45,45,0.096923,0.362607,2,14,3
13,84,3,15.8095,1577,5,5,45,45,0.0729464,0.255655,2,12,3
14,68,4,12.7794,1035,5,5,45,45,0.038206,0.156617,1,10,2
15,48,2,11.2083,638,5,5,45,45,0.0217597,0.0985832,1,9,2
16,34,1,8.20588,317,5,5,19,19,0.0061551,0.0449064,2,6,1
17,28,1,5.60714,185,5,5,11,11,0.0022899,0.0232863,1,4,1
18,24,1,4.95833,143,5,5,9,9,0.0014337,0.0201721,0,4,1
19,8,3,3.125,30,5,5,5,6,0.0002978,0.0047654,0,5,1
