depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay
0,1,0,101,116,101,116,101,116,0.0017603,0.0386032,0,101,78,63,63
1,2,0,121.5,137,112,112,131,151,0.0047635,0.0841295,0,121,93,77,77
2,4,0,103,117.25,54,54,125,129,0.0080593,0.148594,0,103,77,63,63
3,8,0,88.875,102.125,16,16,150,150,0.0119103,0.227216,0,88,67,54,54
4,16,1,86.6,99.8,24,24,150,150,0.0185342,0.388069,0,86,65,52,52
5,30,1,78.5172,90,18,18,152,152,0.031733,0.670663,0,78,59,47,47
6,58,7,77.2941,88.8431,9,9,170,170,0.0517675,1.13221,0,77,57,46,46
7,102,14,71.5455,82.6591,7,7,159,159,0.0809163,1.79988,0,71,53,41,41
8,176,30,66.8425,77.4452,3,3,179,179,0.125379,2.81042,0,66,49,38,38
9,292,62,63.0217,73.0739,3,3,178,178,0.202725,4.53541,0,63,45,35,35
10,460,104,59.1489,68.8708,5,5,169,169,0.292968,6.64751,0,59,42,32,32
11,712,157,54.5063,63.8162,3,3,181,181,0.411724,9.45713,0,54,39,29,29
12,1110,242,50.4643,59.2143,3,3,198,198,0.595856,13.5662,0,50,35,27,27
13,1736,428,46.8769,55.2133,3,3,184,184,0.803283,17.565,0,46,33,24,24
14,2610,748,43.9629,51.9726,3,3,196,196,1.07449,23.1481,0,43,30,22,22
15,3624,1053,41.5932,49.2843,3,3,176,176,1.37428,29.8197,0,41,28,21,21
16,4076,1126,40.9081,48.5041,3,3,172,172,1.55332,33.4577,0,40,28,20,20
17,4850,1389,39.158,46.4822,3,3,180,180,1.73831,37.2383,0,39,26,19,19
18,5282,1581,38.1408,45.3453,3,3,190,190,1.79659,38.5872,0,38,25,18,18
19,5154,1516,36.923,44.0506,3,3,205,205,1.69402,36.823,0,36,24,17,17
20,4794,1456,35.4676,42.3316,3,3,227,227,1.43872,32.2263,0,35,23,16,16
21,4558,1444,33.8491,40.536,3,3,174,174,1.27359,28.663,0,33,22,15,15
22,4622,1547,32.1441,38.6341,3,3,161,161,1.18692,26.7,0,32,21,14,14
23,4338,1456,30.7165,37.0232,3,3,197,197,1.04694,23.7773,0,30,20,13,13
24,3728,1273,28.9764,34.9902,3,3,216,216,0.815014,18.9752,0,28,18,12,12
25,3066,1066,27.2655,33.079,3,3,180,180,0.615883,14.3789,0,27,17,11,11
26,2846,1010,25.1934,30.7522,3,3,149,149,0.51707,12.1346,0,25,15,10,10
27,2580,978,23.0424,28.3727,3,3,136,136,0.407396,9.6613,0,23,14,8,8
28,2398,933,20.9065,25.8614,3,3,111,111,0.320704,7.86762,0,20,12,7,7
29,2198,888,18.9939,23.684,3,3,114,114,0.248165,6.32192,0,18,11,6,6
30,2010,831,17.4919,21.9491,3,3,100,100,0.195894,5.1845,0,17,10,5,5
31,1734,742,15.7681,19.9708,3,3,92,92,0.139759,3.8811,0,15,8,4,4
32,1518,666,13.7242,17.5317,3,3,59,59,0.098624,2.87911,0,13,7,3,3
33,1318,596,12.4335,16.0651,3,3,63,63,0.0723804,2.19597,0,12,6,2,2
34,946,432,11.1887,14.5895,3,3,59,59,0.0451491,1.40442,0,11,5,2,2
35,744,351,10.2163,13.3995,3,3,50,50,0.030479,0.972479,0,10,5,1,1
36,552,259,8.46758,11.2389,3,3,46,46,0.0167566,0.600907,0,8,3,1,1
37,370,169,7.49254,10.005,3,3,31,31,0.0089561,0.359201,0,7,3,0,0
38,274,127,6.42177,8.71429,3,3,17,23,0.0050297,0.228111,0,6,2,0,0
39,188,85,5.67961,7.69903,3,3,13,14,0.0027398,0.148072,0,5,2,0,0
40,118,54,5.07812,6.95312,3,3,11,11,0.0012333,0.0790476,0,5,2,0,0
41,78,37,4,5.41463,3,3,9,9,0.0004168,0.0410116,0,4,1,0,0
42,30,13,4.05882,5.52941,3,3,9,9,0.0001504,0.015911,0,4,1,0,0
43,10,5,3,4,3,3,3,4,0,0.0045393,0,3,1,0,0
44,2,1,3,4,3,4,3,4,0,0.0007761,0,3,1,0,0
