depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay
0,1,0,213,97,213,97,213,97,0.0484763,0.10018,0,213,25,48,48
1,2,0,97.5,58.5,64,64,131,74,0.0363017,0.0876368,0,97,14,12,12
2,4,1,58,42,37,37,73,64,0.0183716,0.0619218,0,58,8,1,1
3,6,2,43.75,34.25,35,33,64,64,0.0131462,0.0517385,0,43,6,0,0
4,8,2,32.1667,27,9,9,64,64,0.0110271,0.0463763,0,32,5,0,0
5,12,4,22,21.25,9,9,39,39,0.0060725,0.0379079,0,22,3,0,0
6,16,4,16.1667,16.5833,9,9,25,25,0.0043282,0.0395828,0,16,2,0,0
7,24,9,12.7333,13.4667,5,5,25,25,0.0031599,0.037129,0,12,2,0,0
8,28,8,9.9,11.15,5,5,11,12,0.002162,0.0424996,0,9,1,0,0
9,36,16,9.9,11.15,5,5,11,12,0.0016655,0.0371312,0,9,1,0,0
10,36,8,6.64286,7.67857,5,5,11,11,0.000933,0.0362579,0,6,1,0,0
11,16,0,5,6,5,5,5,6,0,0.0140017,0,5,1,0,0
