depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay
0,1,0,39,48,39,48,39,48,0.0014606,0.0282446,0,39,25
1,2,0,37.5,46,32,32,43,53,0.0016293,0.019385,10,16,25
2,4,0,35,42.75,25,27,44,44,0.0024385,0.0320929,9,19,23
3,8,0,29.25,35.875,7,7,59,59,0.0046406,0.0646254,5,19,19
4,16,2,27.8571,34.3571,5,5,51,51,0.0064859,0.082625,7,14,18
5,26,6,27.75,34.85,5,5,72,72,0.008121,0.106277,8,13,18
6,40,4,25.5,31.9444,3,3,71,71,0.0112105,0.165818,7,14,16
7,68,15,24.6792,31.4717,3,3,68,68,0.0168985,0.235637,6,15,15
8,100,23,22.5714,29,5,5,65,65,0.0239955,0.32547,5,14,14
9,154,34,18.9,24.575,3,3,62,62,0.0268479,0.377678,5,11,11
10,226,59,16.7784,22.0778,3,3,52,52,0.0323793,0.454308,5,10,9
11,300,88,15.3443,20.1368,3,3,53,53,0.0366445,0.533328,4,9,8
12,380,117,13.4335,17.7757,3,3,54,54,0.0383879,0.560196,3,8,7
13,428,139,11.6574,15.5502,3,3,46,46,0.0355386,0.54014,3,7,6
14,428,142,9.8951,13.2413,3,3,52,52,0.0314552,0.484085,3,6,5
15,362,115,8.91498,12.0162,3,3,36,36,0.0216099,0.348187,2,5,4
16,292,91,6.78607,9.23383,3,3,27,27,0.0122144,0.210822,2,4,3
17,226,66,6.3375,8.65625,3,3,25,25,0.0090276,0.17185,2,3,2
18,142,33,5.10092,6.9633,3,3,20,20,0.0044008,0.0861451,1,3,2
19,58,15,4.97674,6.90698,3,3,14,14,0.0015095,0.0328028,2,2,2
20,26,5,4.80952,6.66667,3,3,10,11,0.0006929,0.0143303,2,2,2
21,10,0,3.6,4.9,3,3,5,5,0.0001497,0.0040176,1,1,1
22,4,0,3,4,3,3,3,4,5.61e-05,0.0017151,1,1,1
