depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay,avgIntegerVtx
0,1,0,777,930,777,930,777,930,0.104302,0.391047,0,777,482,308,308,0
1,2,0,809.5,940.5,707,707,912,1065,0.180632,0.506841,135,513,489,340,224,0
2,4,0,882,1037.5,640,640,1031,1236,0.403605,1.09322,152,532,534,359,203,0
3,8,0,961.75,1122.75,581,581,1526,1615,0.94901,2.49184,163,612,599,417,270,0
4,16,0,1040.5,1205.31,513,513,2311,2311,2.20473,5.78171,197,659,658,469,302,0
5,32,0,1009.56,1170.06,281,281,2236,2236,4.14825,10.5835,191,638,634,451,290,0
6,64,1,951.667,1096.49,62,62,2320,2320,8.08603,20.2661,187,624,595,428,279,0
7,126,2,868.823,1000.66,73,73,2837,2837,14.0475,36.0737,169,561,541,389,252,0
8,248,13,788.038,904.157,4,4,2701,2701,24.0316,63.8593,153,521,486,351,233,0
9,470,31,685.232,783.631,7,7,2599,2599,38.3349,103.532,129,467,418,302,207,0
10,878,77,600.305,688.523,4,4,2793,2793,59.1526,162.184,114,412,363,260,180,0
11,1602,211,542.321,621.085,4,4,2269,2269,91.4803,255.737,96,381,323,230,165,0
12,2782,405,486.993,557.713,4,4,2168,2168,140.349,382.965,86,345,286,202,146,0
13,4752,777,433.2,497.585,4,4,2221,2221,207.036,562.033,76,307,250,173,125,0
14,7840,1376,387.242,445.61,4,4,2003,2003,301.363,818.764,68,277,220,150,109,0
15,12265,2140,350.026,404.014,4,4,2009,2009,419.894,1152.04,60,252,195,130,96,0
