depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay,avgIntegerVtx
0,1,0,935,1257,935,1257,935,1257,0.154929,0.414678,0,935,595,289,289,0
1,2,0,833.5,1095.5,818,849,849,1049,0.176261,0.536947,0,833,520,263,263,0
2,4,0,674.5,880.25,578,674,728,766,0.231274,0.779886,0,674,402,193,193,0
3,8,0,566,750.375,495,500,632,669,0.352147,1.26169,0,566,328,143,143,0
4,16,0,467.812,630.5,387,391,547,547,0.521513,2.01417,0,467,262,100,100,0
5,32,0,402.5,547.781,310,330,532,532,0.833505,3.38153,0,402,218,73,73,0
6,64,0,345.156,470.422,244,248,454,454,1.50927,6.22256,0,345,179,54,54,0
7,128,0,305.945,415.047,188,197,427,427,2.25731,9.98375,0,305,158,49,49,0
8,256,0,269.301,364.707,161,163,388,388,3.54547,16.6965,0,269,135,39,39,0
9,512,0,242.461,327.375,115,139,386,386,6.17158,32.0518,0,242,120,34,34,0
10,1024,0,221.604,297.548,93,101,382,382,11.013,58.6458,0,221,108,32,32,0
11,2042,0,206.821,275.56,72,81,370,370,20.3404,109.17,0,206,101,31,31,0
12,4014,0,199.49,264.321,37,50,367,367,39.6087,207.844,0,199,99,33,33,0
13,7566,0,187.204,246.699,4,5,359,359,71.555,344.916,0,187,92,31,31,0
14,12950,0,172.088,226.423,4,4,360,360,112.617,541.716,0,172,84,28,28,0
15,17904,0,157.63,206.696,4,4,356,356,142.515,682.391,0,157,76,25,25,0
16,21888,0,142.792,186.538,4,4,349,349,158.368,756.507,0,142,68,22,22,0
17,23736,0,130.119,169.685,4,4,317,317,155.501,747.344,0,130,62,21,21,0
18,2150,0,114.185,146.596,4,4,286,286,12.0674,59.0611,0,114,53,19,19,0
