depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay
0,1,0,47,61,47,61,47,61,0.0005781,0.0132393,0,47,33,19,19
1,2,0,38,50.5,32,32,44,60,0.0012631,0.0215263,0,38,26,13,13
2,4,0,29.25,38.75,23,23,35,46,0.0012969,0.0272614,0,29,17,8,8
3,8,0,23.75,32.5,21,21,26,35,0.0022354,0.0440309,0,23,13,4,4
4,16,0,20,27.9375,15,19,24,24,0.0035529,0.0744852,0,20,11,3,3
5,32,0,17.8438,25.125,5,7,24,24,0.0058223,0.127985,0,17,9,2,2
6,64,0,14.2188,20.1406,3,4,20,20,0.0077857,0.18548,0,14,7,1,1
7,126,0,11.3651,16.1032,3,3,19,19,0.0108131,0.286334,0,11,5,1,1
8,240,2,8.7605,12.2647,3,3,17,17,0.0140728,0.421656,0,8,4,0,0
9,408,14,7.24112,10.1345,3,3,15,15,0.0153147,0.553118,0,7,3,0,0
10,134,6,5.09375,7.14062,3,3,9,9,0.0022657,0.123981,0,5,2,0,0
11,90,7,4.49398,6.24096,3,3,9,9,0.0010526,0.0701519,0,4,1,0,0
12,78,10,4.20588,5.80882,3,3,7,7,0.0007128,0.0525632,0,4,1,0,0
13,52,4,3.5,4.75,3,3,7,7,0.0002045,0.0299165,0,3,1,0,0
14,34,5,4.51724,6.27586,3,3,9,9,0.0003934,0.0249665,0,4,1,0,0
15,18,9,3,4,3,3,3,4,0,0.0058617,0,3,1,0,0
